Position(THz)	Width(THz)
1.057521	0.034114
1.418275	0.047526
1.580851	0.032197
1.629565	0.045854
2.146065	0.076588
2.662384	0.052225
2.712975	0.04532
3.202485	0.070201
3.273107	0.033161
3.42872	0.037757
4.209237	0.081461
4.590467	0.065802
5.0478	0.050303
5.371224	0.036766
5.376882	0.040428
5.678633	0.047332
5.875308	0.057748
6.378142	0.036301
6.584798	0.054001
6.836639	0.04962
8.461662	0.052173
8.615044	0.068338
8.723015	0.037897
8.888141	0.058247
9.249004	0.056518
9.327315	0.037862
9.349238	0.071266
9.442695	0.070469
9.991074	0.083846
10.219325	0.06011
10.464312	0.064526
10.516572	0.043704
10.531399	0.080742
10.968085	0.053103
11.022154	0.040829
11.485566	0.06338
11.71244	0.07321
11.821273	0.077324
12.076865	0.058214
12.672382	0.08874
13.041336	0.054231
13.54604	0.060377
14.079491	0.040485
14.126373	0.055121
14.6246	0.072635
14.664416	0.072625
14.752305	0.078155
14.754378	0.084411
15.563735	0.064813
15.732695	0.055373
16.172958	0.08587
16.506362	0.067151
17.016522	0.038155
17.240394	0.058842
17.232399	0.062545
17.319824	0.04894
17.867509	0.039507
18.099354	0.065057
18.216508	0.096068
18.384198	0.083299
18.677433	0.062779
18.874763	0.053738
19.182878	0.086454
19.893187	0.088305
20.285054	0.067505
20.435923	0.083094
21.023044	0.082444
21.188626	0.064146
21.432285	0.053448
21.553707	0.120797
21.969399	0.047287
22.018925	0.048272
22.904921	0.102069
23.072291	0.071965
22.918185	0.13309
22.917285	0.121071
22.944595	0.138579
22.937251	0.135384
23.126831	0.03593
23.136709	0.03382
23.230207	0.02833
23.469892	0.044422
23.524112	0.101278
23.731737	0.044772
23.742072	0.099935
23.877954	0.063021
25.13588	0.060558
25.704748	0.082787
25.895828	0.080729
25.988244	0.085547
26.523366	0.040186
26.622828	0.050318
26.751677	0.084814
26.82583	0.048872
27.358741	0.058973
27.435526	0.049449
27.524911	0.04339
27.622154	0.036839
28.226548	0.048459
28.421685	0.049895
28.693368	0.10336
28.825719	0.075863
28.869918	0.091327
28.968091	0.062447
29.160288	0.091223
29.297643	0.074113
29.334363	0.074836
29.473762	0.069193
29.460416	0.253512
29.502746	0.2712
29.502004	0.264645
29.531733	0.241202
30.282652	0.059323
30.35916	0.099934
30.419244	0.070358
30.476448	0.071886
31.18781	0.056525
31.272559	0.055435
32.203576	0.07459
32.311462	0.070394
34.375538	0.266083
34.447114	0.255634
34.470728	0.234388
34.482647	0.255019
35.218869	0.12512
35.217534	0.123664
35.231351	0.132446
35.241889	0.121097
35.280719	0.075795
35.446084	0.086373
35.484482	0.0852
35.519395	0.074224
35.782908	0.089693
35.774706	0.104813
35.8404	0.075649
35.85915	0.074174
36.876073	0.099478
37.030638	0.097974
37.028894	0.137609
37.052483	0.115883
39.373001	0.260856
39.353815	0.183864
39.37816	0.163615
39.369316	0.221965
42.090218	0.071847
42.094419	0.074984
42.125307	0.052253
42.124676	0.049357
44.512119	0.137106
44.51324	0.175087
44.514725	0.191421
44.522363	0.156621
49.048257	0.06689
49.039924	0.072655
49.061696	0.068654
49.062762	0.071751
49.225081	0.113747
49.222763	0.125502
49.231341	0.158219
49.23886	0.144096
45.921366	0.137051
45.912148	0.115448
45.907466	0.125246
45.905559	0.125225
45.424694	0.067445
45.422746	0.074325
45.411281	0.072385
45.398338	0.078802
44.766449	0.208228
44.725234	0.141148
44.709717	0.168218
44.713287	0.168187
44.402446	0.218832
44.370339	0.245633
44.364033	0.210153
44.368906	0.202966
44.332108	0.113223
44.327672	0.120529
44.330952	0.123638
44.320195	0.112338
43.411329	0.185107
43.415315	0.208195
43.420507	0.194847
43.414785	0.175586
41.497485	0.146157
41.49757	0.166316
41.495432	0.148667
41.482806	0.134642
38.613361	0.079786
38.612577	0.073528
38.606222	0.09088
38.6087	0.088391
38.490433	0.066382
38.487392	0.074436
38.46288	0.074014
38.446183	0.088694
38.109135	0.078712
38.104641	0.091014
38.080457	0.094739
38.065236	0.101258
7.619987	0.114217
7.609589	0.11399
7.611735	0.124601
7.608641	0.119674
7.543567	0.199311
7.540802	0.1859
7.527615	0.190334
7.524392	0.19695
7.491965	0.119479
7.502881	0.140502
7.496606	0.117353
7.495681	0.111218
7.402627	0.163758
7.395276	0.183947
7.402326	0.153703
