Position(THz)	Width(THz)
0.369378	0.044251
0.639798	0.030462
0.780744	0.02064
1.01967	0.042244
1.877826	0.046758
2.030654	0.041414
2.723219	0.071428
3.042467	0.071655
3.055662	0.073504
4.17182	0.122487
4.230015	0.061507
5.122327	0.053919
5.321755	0.065448
5.383629	0.02215
5.425403	0.040016
5.671494	0.036729
6.38881	0.048221
6.386825	0.053667
6.972526	0.05295
7.276976	0.05243
8.371795	0.027768
8.372787	0.033659
8.437746	0.04892
8.612581	0.050627
8.748542	0.065202
8.763876	0.061851
9.478797	0.078047
9.767983	0.100461
9.774719	0.069276
9.903986	0.09165
10.580335	0.039939
10.64419	0.079522
10.728463	0.07552
10.710036	0.057534
11.601543	0.08675
11.672981	0.058904
11.71083	0.067498
11.834278	0.077306
12.117357	0.085501
12.862486	0.057648
13.025234	0.093673
13.475406	0.090988
13.879736	0.042237
14.07855	0.043178
14.126355	0.038646
14.176654	0.066462
14.644876	0.095251
14.892594	0.08239
15.936844	0.086877
16.299427	0.062451
16.614713	0.064501
16.898687	0.07696
16.92122	0.035435
17.191535	0.090183
17.376983	0.035316
17.651753	0.09511
17.721521	0.091796
17.688264	0.068432
17.727935	0.046134
18.38812	0.066281
18.420733	0.034182
18.922863	0.070578
19.132337	0.071417
19.519584	0.038498
20.034895	0.078324
20.328344	0.05596
21.324096	0.060626
21.568657	0.073663
21.651675	0.072427
21.882211	0.062951
21.927533	0.069965
22.029769	0.0503
22.488802	0.094467
22.923865	0.045486
22.932111	0.054359
22.898152	0.135299
22.928545	0.140452
22.924002	0.145497
22.942126	0.132959
23.076319	0.037004
23.310651	0.034785
23.632551	0.116372
23.658198	0.108573
23.697782	0.107393
24.226903	0.060457
24.326236	0.049325
24.631464	0.049256
25.213994	0.062676
25.254749	0.068707
26.071664	0.091417
26.326333	0.045985
27.123193	0.050217
27.251482	0.066248
27.251065	0.060474
27.316667	0.044876
27.372722	0.045517
27.485269	0.062125
27.667514	0.04686
27.917143	0.06507
28.420461	0.058859
28.521143	0.06847
28.752576	0.119913
28.864318	0.094374
29.010128	0.059388
29.205702	0.043861
29.063828	0.105943
29.469811	0.073279
29.611528	0.077578
29.410242	0.287558
29.473899	0.263934
29.525757	0.274175
29.563583	0.22659
30.231913	0.062373
30.37785	0.073537
30.417344	0.096004
30.524548	0.091989
31.130063	0.038004
31.322501	0.069584
32.132035	0.06829
32.376649	0.045235
34.343698	0.301491
34.457513	0.238974
34.495073	0.227425
34.499924	0.224882
35.209661	0.153325
35.21523	0.126343
35.243186	0.14075
35.248648	0.109053
35.186468	0.079377
35.474791	0.06399
35.672182	0.222731
35.689513	0.124697
35.562652	0.148217
35.594404	0.107597
35.887789	0.061409
35.913229	0.05342
36.755665	0.112732
37.003967	0.121939
37.071215	0.101226
37.110049	0.119991
39.353908	0.241286
39.362994	0.245054
39.388709	0.204636
39.389506	0.175375
42.071827	0.05929
42.075367	0.047517
42.14291	0.067113
42.151569	0.076056
44.50885	0.127683
44.509567	0.140848
44.52685	0.181592
44.524694	0.140278
49.031026	0.055707
49.039095	0.067353
49.070529	0.051449
49.073742	0.055495
49.221237	0.117838
49.217843	0.146008
49.237836	0.13161
49.25839	0.11824
45.920205	0.116692
45.931208	0.127766
45.888102	0.114872
45.889989	0.115557
45.431168	0.06403
45.427951	0.06181
45.40201	0.084061
45.381636	0.07653
44.791074	0.221881
44.71365	0.175406
44.719605	0.197056
44.713964	0.150798
44.425235	0.222488
44.373753	0.257312
44.351111	0.195325
44.350564	0.216313
44.337534	0.110201
44.333423	0.117726
44.321134	0.115255
44.315526	0.125872
43.416779	0.18291
43.421083	0.207255
43.413824	0.186818
43.426242	0.179515
41.494773	0.180593
41.494161	0.177719
41.486864	0.158262
41.482462	0.160534
38.520477	0.04752
38.605412	0.083625
38.610497	0.089908
38.604445	0.091623
38.606602	0.093559
38.506497	0.077274
38.434158	0.08119
38.400998	0.108146
38.128108	0.064623
38.125648	0.065485
38.072019	0.088235
38.038317	0.110075
7.608651	0.125809
7.600456	0.130205
7.613148	0.094501
7.603184	0.126134
7.553065	0.198483
7.53902	0.205451
7.53262	0.192132
7.546351	0.183021
7.499862	0.121549
7.487211	0.139445
7.498592	0.107526
7.49353	0.098241
7.389057	0.186089
7.400246	0.174687
7.401076	0.169326
