Position(THz)	Width(THz)
0.723148	0.052276
1.130501	0.060419
1.230316	0.025141
1.526916	0.043815
1.771943	0.043323
2.25064	0.071748
2.684589	0.046324
2.704353	0.060443
3.109057	0.106885
3.76853	0.050073
4.23186	0.065277
4.338804	0.057583
4.680562	0.05483
5.125347	0.035495
5.268355	0.044665
5.26164	0.052965
5.385081	0.038093
5.4228	0.043684
6.040375	0.087381
6.574748	0.048086
7.388307	0.065187
7.556999	0.095274
8.038392	0.064106
8.224953	0.040944
8.444919	0.098195
8.510411	0.051365
9.320053	0.058668
9.431514	0.061348
9.430627	0.132401
9.477019	0.072659
9.507176	0.0659
10.119121	0.037852
10.231531	0.04265
10.270695	0.067475
10.42943	0.06158
10.783053	0.054991
11.032935	0.089881
11.300091	0.072028
11.576158	0.058117
11.69417	0.078828
11.990036	0.074657
12.205365	0.077775
12.622261	0.083922
13.186684	0.066521
13.204578	0.102428
13.676381	0.059894
13.918064	0.134516
14.097614	0.106899
14.152903	0.085504
14.191332	0.07307
14.328764	0.139187
14.344417	0.074902
14.579053	0.089804
14.687603	0.096836
15.146954	0.131521
16.457652	0.089084
16.503629	0.100111
16.932096	0.068903
17.092929	0.133111
17.174826	0.056184
17.312058	0.056315
17.424038	0.074574
17.680497	0.041904
17.825222	0.088404
17.781545	0.067287
18.214836	0.062216
18.253366	0.128711
18.573809	0.06663
18.679162	0.071717
19.126066	0.139773
19.351058	0.09217
19.3119	0.111765
19.4134	0.168356
19.857321	0.113644
19.85675	0.110541
20.104851	0.072603
20.328449	0.093138
21.526914	0.086994
21.919802	0.093095
22.011754	0.096496
22.659499	0.171792
23.026702	0.032565
23.046953	0.054435
22.863343	0.119804
22.921106	0.154076
23.248315	0.041672
23.102557	0.154226
23.308765	0.035008
23.926384	0.036517
24.001033	0.060797
24.193636	0.101736
24.316401	0.119894
24.370875	0.109203
24.474126	0.121128
25.298377	0.092825
25.518799	0.040816
25.604662	0.072439
26.010082	0.152758
26.02421	0.179427
26.010574	0.18437
26.014535	0.208243
26.277306	0.073356
26.618754	0.051687
26.888941	0.060479
27.03292	0.055507
27.11563	0.095323
27.285779	0.088762
27.463939	0.092656
27.692283	0.107754
27.704528	0.07314
28.110139	0.139362
28.570948	0.090733
28.726994	0.047095
28.498466	0.168454
28.589449	0.177275
28.675649	0.182114
28.769997	0.135724
29.13658	0.057928
29.175861	0.040745
29.208529	0.04799
30.276925	0.051888
30.396314	0.076158
30.403721	0.094692
30.524099	0.072504
31.169308	0.072351
31.29754	0.095269
31.768704	0.10927
31.824996	0.150669
31.85728	0.147923
31.859828	0.121785
32.166674	0.086375
32.338561	0.077942
32.565162	0.277971
32.552285	0.268829
32.542125	0.318807
32.535995	0.33035
33.90739	0.260562
33.929926	0.237382
33.919094	0.24036
33.915545	0.246091
35.217745	0.092587
35.231738	0.122959
35.238086	0.115684
35.248548	0.108913
35.710706	0.096874
35.730216	0.081072
35.87027	0.079935
35.918758	0.060481
39.363234	0.267438
39.378001	0.288241
39.38719	0.217001
39.40653	0.247654
42.062323	0.117539
42.101332	0.197656
42.120165	0.16918
42.118847	0.183166
44.522268	0.180093
44.53503	0.231686
44.553379	0.248858
44.554455	0.222915
49.026667	0.09849
49.028801	0.070518
49.04099	0.085587
49.057973	0.091299
49.222757	0.110546
49.237079	0.104713
49.240876	0.107975
49.251333	0.113825
45.928493	0.170364
45.909649	0.176301
45.905123	0.18063
45.907945	0.216647
45.419647	0.060757
45.419639	0.056917
45.384333	0.056131
45.379648	0.05689
44.352822	0.144197
44.34901	0.143849
44.339313	0.123575
44.33121	0.109459
43.422401	0.17714
43.429317	0.196054
43.430688	0.21683
43.434145	0.224878
41.530499	0.206659
41.524434	0.211917
41.512694	0.189455
41.525196	0.210306
38.631109	0.068663
38.630323	0.06643
38.631676	0.082246
38.626783	0.060243
38.52478	0.043405
38.522734	0.035546
38.470876	0.043714
38.436063	0.03376
38.133051	0.04355
38.132454	0.045624
38.08693	0.053842
38.070708	0.036004
7.625346	0.111582
7.62467	0.139154
7.625494	0.115488
7.619334	0.100896
7.549315	0.179801
7.559102	0.153516
7.540589	0.199345
7.55462	0.151872
7.538107	0.087884
7.538799	0.084986
7.547224	0.094706
7.538892	0.092148
7.416429	0.087702
7.410793	0.091295
7.420031	0.097157
