Position(THz)	Width(THz)
3.021302	0.049603
9.847462	0.093411
17.166279	0.079621
0.909051	0.055372
1.814862	0.049572
1.923217	0.049233
2.723329	0.04654
3.021256	0.050554
3.203144	0.063816
3.642201	0.072114
4.169786	0.114797
4.887185	0.040623
5.002013	0.110195
5.120259	0.031884
5.176896	0.047126
5.372416	0.085492
5.375065	0.030997
5.385183	0.037764
6.317422	0.075968
6.77136	0.149506
7.325771	0.049577
7.495393	0.126628
7.696879	0.051605
8.020909	0.0385
8.544312	0.076563
8.589868	0.094911
8.761733	0.197248
8.787094	0.142818
9.780004	0.028701
9.847346	0.094445
10.014814	0.050701
10.16247	0.051291
10.270368	0.067952
10.376073	0.041453
10.471066	0.060375
10.556302	0.180376
11.01961	0.048441
11.075909	0.037668
11.518107	0.060442
11.621168	0.124571
11.66369	0.09675
12.508218	0.082483
12.858888	0.085429
12.896596	0.115952
13.610075	0.152233
13.630997	0.063803
13.991398	0.125979
14.014961	0.124489
14.066855	0.111139
14.165368	0.088156
14.2231	0.07534
14.318088	0.092406
14.423399	0.062941
14.79403	0.088047
15.26575	0.11055
16.399422	0.086165
16.893618	0.083301
17.163436	0.053785
17.166405	0.080259
17.373607	0.03544
17.483994	0.188927
17.522864	0.165451
17.570562	0.033379
17.720446	0.108897
17.741667	0.080841
17.99808	0.110831
17.985276	0.076087
18.47985	0.054256
18.378589	0.061725
18.928917	0.09486
19.261135	0.138284
19.469301	0.079354
19.334752	0.181875
19.875854	0.1361
19.937311	0.105944
20.330317	0.043314
20.219546	0.132345
21.892797	0.084231
21.988192	0.088862
22.024142	0.068299
22.590117	0.172478
22.671803	0.131301
22.916146	0.045214
22.924412	0.034187
22.953301	0.147035
23.249936	0.042069
23.128213	0.17091
24.34095	0.048389
24.178148	0.106801
24.501451	0.054148
24.37197	0.114665
24.3764	0.10083
24.571572	0.134065
25.043832	0.109551
25.037153	0.062751
25.023195	0.061966
26.023645	0.179463
26.025445	0.188461
26.018235	0.199314
26.022405	0.193389
26.483371	0.066754
26.506643	0.067734
27.192752	0.114701
27.206497	0.119722
27.374824	0.051727
27.378703	0.033175
27.476853	0.064493
27.708591	0.067247
27.68655	0.081888
27.725456	0.040724
28.285212	0.049407
28.435074	0.188362
28.814306	0.052495
28.5907	0.181241
28.686066	0.168785
28.808375	0.130184
29.174867	0.038248
29.21729	0.044212
29.220382	0.039287
30.253267	0.076982
30.374235	0.068738
30.431706	0.074823
30.546697	0.079413
31.123306	0.084387
31.306837	0.06601
31.762636	0.160748
31.833084	0.142335
31.867459	0.125944
31.858336	0.137145
32.130753	0.099955
32.380956	0.059348
32.566495	0.284297
32.555794	0.255352
32.556603	0.318234
32.51566	0.335308
33.912023	0.253392
33.944141	0.262622
33.926597	0.257771
33.931054	0.257604
35.222714	0.108392
35.218862	0.103243
35.244423	0.102267
35.253731	0.10318
35.688174	0.085058
35.700643	0.11982
35.903129	0.081692
35.947784	0.069328
39.348602	0.327261
39.341834	0.27102
39.383503	0.22584
39.396481	0.285214
42.077695	0.193816
42.044745	0.1156
42.147018	0.178996
42.121305	0.162829
44.536588	0.235236
44.527382	0.218358
44.56179	0.229021
44.554982	0.254016
49.026625	0.064581
49.024775	0.057838
49.057042	0.07685
49.061698	0.077843
49.220233	0.116978
49.227229	0.120154
49.246383	0.113533
49.253356	0.108641
45.917321	0.211086
45.910105	0.172289
45.899614	0.195055
45.883884	0.214745
45.426439	0.066524
45.422844	0.052653
45.383294	0.053297
45.374115	0.053387
44.359127	0.123002
44.354957	0.12884
44.334679	0.121476
44.330779	0.112514
43.437964	0.188351
43.419025	0.202662
43.432832	0.194691
43.43288	0.189315
41.527569	0.230764
41.527908	0.215625
41.514224	0.190842
41.502976	0.19588
38.533066	0.039633
38.629314	0.085738
38.631096	0.079637
38.623266	0.080109
38.562178	0.164536
38.615093	0.158083
38.457485	0.044759
38.421514	0.030549
38.164082	0.049621
38.147984	0.056604
38.081715	0.03878
38.059772	0.05237
7.626445	0.119289
7.629609	0.123646
7.616675	0.12014
7.621705	0.115931
7.552006	0.153195
7.547708	0.163338
7.557334	0.149142
7.549394	0.173059
7.543139	0.103187
7.538997	0.091817
7.540731	0.100981
7.538066	0.093384
7.422047	0.085016
7.408972	0.103995
7.421317	0.081641
