Position(THz)	Width(THz)
0.36923	0.044735
0.635723	0.02291
0.780553	0.033878
0.970942	0.054395
1.880156	0.037462
1.928695	0.041186
2.722018	0.062843
2.972788	0.047153
3.052319	0.098509
3.915936	0.117805
4.062896	0.131625
4.672995	0.045933
5.032074	0.093656
5.101188	0.067237
5.12215	0.047901
5.323505	0.051098
5.379715	0.036446
5.418382	0.059576
6.255125	0.08238
7.012584	0.070764
7.017035	0.078042
7.508121	0.114565
8.028816	0.030149
8.072431	0.037183
8.279684	0.058942
8.450605	0.113293
9.087588	0.085434
9.062657	0.118352
9.679939	0.039723
9.743276	0.067402
9.74456	0.069079
10.177324	0.035687
10.314243	0.045483
10.278574	0.080148
10.531977	0.100339
10.699411	0.086106
10.938764	0.058878
11.128528	0.041373
11.548015	0.080093
11.682095	0.13675
11.741924	0.080372
12.416326	0.069674
12.818742	0.140559
12.952548	0.088619
13.463395	0.141833
13.630594	0.081739
13.957194	0.096565
14.071464	0.11926
14.159085	0.100202
14.16679	0.106922
14.217756	0.066016
14.39677	0.06786
14.407533	0.081251
14.727893	0.072812
15.2442	0.114151
16.426783	0.083666
16.883759	0.094828
16.907686	0.082146
17.163884	0.067801
17.318637	0.115299
17.345706	0.052106
17.607121	0.056899
17.675093	0.117117
17.660119	0.110998
17.755395	0.075194
17.940317	0.118923
18.325362	0.067711
18.375086	0.041954
18.426209	0.045794
19.050242	0.104698
19.239817	0.144621
19.436008	0.088515
19.35046	0.156316
19.871584	0.138121
19.916169	0.098667
20.277967	0.061232
20.242378	0.116254
21.839358	0.106495
21.916362	0.080389
22.025014	0.060545
22.607829	0.186995
22.757614	0.125034
22.934046	0.040281
22.964236	0.043632
22.939516	0.158467
23.250424	0.042084
23.124445	0.15217
23.284906	0.018129
24.197885	0.050547
24.316838	0.038999
24.189423	0.101602
24.35081	0.115809
24.376118	0.107212
24.529277	0.135778
25.203992	0.094233
25.111553	0.095972
25.247015	0.101709
26.01867	0.189664
26.015672	0.191292
26.020067	0.174501
26.012995	0.210721
26.426106	0.047302
26.529182	0.042273
27.175097	0.092693
27.19835	0.078352
27.239055	0.112703
27.279936	0.050774
27.474936	0.078068
27.687773	0.115256
27.719495	0.045073
27.844252	0.080758
28.369301	0.071277
28.463774	0.295022
28.782479	0.053372
28.578359	0.191248
28.686255	0.191032
28.802629	0.135403
29.175812	0.039059
29.197192	0.057608
29.216992	0.033702
30.267322	0.049619
30.382382	0.098632
30.416553	0.062397
30.548088	0.089112
31.134031	0.085973
31.307648	0.087568
31.776826	0.135582
31.834698	0.136314
31.861316	0.145319
31.864727	0.133412
32.134763	0.109849
32.369626	0.080403
32.555048	0.293722
32.540084	0.297192
32.520669	0.360919
32.537832	0.302737
33.914889	0.241464
33.932191	0.244814
33.927334	0.258034
33.929887	0.245485
35.225999	0.093543
35.223899	0.120752
35.243975	0.109345
35.264765	0.112586
35.696045	0.122679
35.703469	0.076887
35.887832	0.067695
35.939593	0.091411
39.369507	0.304052
39.352093	0.305302
39.382108	0.236924
39.411941	0.286491
42.076292	0.202916
42.052444	0.113435
42.141847	0.155131
42.118361	0.171327
44.531076	0.225339
44.529349	0.236203
44.55474	0.244449
44.56615	0.240902
49.025066	0.07608
49.0277	0.067082
49.052401	0.083421
49.065833	0.075838
49.227571	0.108872
49.229327	0.106911
49.244687	0.134364
49.259588	0.115627
45.921064	0.203769
45.927554	0.167567
45.890127	0.19061
45.896169	0.157628
45.422793	0.061095
45.421094	0.05945
45.384038	0.066819
45.376355	0.063362
44.351955	0.127667
44.346023	0.121098
44.333185	0.117923
44.324002	0.114787
43.433731	0.20535
43.429189	0.189274
43.409902	0.184684
43.418673	0.199872
41.5302	0.197229
41.537232	0.204879
41.504781	0.201831
41.521075	0.190051
38.530509	0.036805
38.630759	0.078747
38.634057	0.081258
38.629558	0.087551
38.62851	0.081573
38.526909	0.035113
38.46391	0.037059
38.426117	0.041753
38.158601	0.050901
38.14733	0.050748
38.08037	0.029046
38.068454	0.033344
7.627779	0.120251
7.624131	0.115302
7.617563	0.127063
7.616886	0.110808
7.559248	0.198467
7.545066	0.192666
7.559852	0.206153
7.555769	0.161704
7.539051	0.091434
7.54334	0.103136
7.533169	0.09956
7.541169	0.09206
7.416964	0.083641
7.420526	0.080533
7.415867	0.088072
