Position(THz)	Width(THz)
1.333838	0.014643
1.332856	0.011101
1.579622	0.035182
1.578222	0.032621
2.526577	0.065463
2.528607	0.048077
2.886147	0.043544
2.886364	0.041543
3.211248	0.057121
3.216262	0.052109
3.642332	0.058896
3.640315	0.051308
5.170267	0.0456
5.171612	0.042695
5.239293	0.06481
5.240605	0.071579
5.422528	0.051849
5.42439	0.035361
5.796609	0.062859
5.797638	0.064295
7.718346	0.069061
7.72242	0.05318
8.367949	0.093402
8.351629	0.115699
8.775718	0.043185
8.775052	0.048636
8.900138	0.094703
8.89779	0.084654
9.424183	0.047526
9.424037	0.043407
10.022881	0.078886
10.026094	0.071807
10.106249	0.094962
10.108478	0.106946
10.472607	0.043092
10.473643	0.040091
11.656511	0.097992
11.655817	0.104566
11.669194	0.094591
11.674818	0.090993
11.92807	0.050753
11.927562	0.055995
12.596276	0.126505
12.601078	0.108883
13.793486	0.10108
13.790195	0.114141
13.87461	0.059409
13.874144	0.086629
14.123769	0.086743
14.12412	0.079503
14.222722	0.062084
14.229034	0.075152
14.832201	0.131009
14.840847	0.132553
15.536144	0.124318
15.535302	0.106332
16.739287	0.098339
16.734446	0.087183
17.099436	0.068777
17.089154	0.056002
17.227058	0.039891
17.227374	0.048538
17.846593	0.099765
17.851338	0.103587
17.919039	0.068023
17.920907	0.047159
18.767893	0.095995
18.773565	0.092041
19.019742	0.077567
19.013722	0.080919
19.379954	0.102348
19.38298	0.096586
19.710441	0.142554
19.710977	0.10732
19.732914	0.095209
19.734127	0.089931
20.80934	0.077257
20.803555	0.07621
21.976841	0.072192
21.978297	0.076811
22.799084	0.171974
22.795238	0.148753
23.038482	0.156639
23.052715	0.173839
23.224993	0.043773
23.224125	0.044568
23.399086	0.056571
23.406181	0.060707
23.471396	0.032764
23.472027	0.038142
24.249926	0.126432
24.242877	0.115191
24.383792	0.12907
24.38473	0.136921
25.809512	0.073558
25.81616	0.081956
26.214369	0.072733
26.214476	0.082169
26.022337	0.188585
26.015266	0.220412
26.00816	0.186929
26.011054	0.215684
26.372954	0.047189
26.3723	0.054007
26.865801	0.080512
26.864636	0.078416
27.385692	0.071157
27.382157	0.063632
27.683145	0.093976
27.682839	0.093926
28.483298	0.072505
28.480449	0.06589
28.916252	0.063249
28.914159	0.063293
28.6344	0.175398
28.658753	0.173951
28.636998	0.208322
28.655751	0.152807
29.181757	0.036532
29.182564	0.030305
30.3312	0.054951
30.333282	0.054591
30.472647	0.103709
30.469723	0.09332
31.239665	0.076682
31.238068	0.080156
31.810786	0.169015
31.814008	0.148045
31.844491	0.162496
31.841833	0.141839
32.258488	0.079707
32.256085	0.077366
32.556146	0.294026
32.569579	0.256865
32.533113	0.34672
32.544761	0.296784
33.919761	0.295585
33.928391	0.255523
33.939021	0.241774
33.929108	0.276187
35.237294	0.116412
35.225635	0.101498
35.236811	0.099257
35.234462	0.104679
35.795671	0.091417
35.785675	0.09091
35.826687	0.080945
35.825162	0.073488
39.374445	0.237733
39.371435	0.236084
39.375835	0.290879
39.391825	0.293151
42.088884	0.157973
42.092107	0.148349
42.0943	0.18597
42.100655	0.169764
44.552627	0.240237
44.555431	0.215811
44.544098	0.241231
44.542386	0.222204
49.035705	0.070706
49.039817	0.076543
49.036592	0.068794
49.039924	0.079894
49.238112	0.116365
49.231836	0.10685
49.244782	0.115324
49.23941	0.102217
45.904727	0.192522
45.899379	0.185188
45.896355	0.219439
45.900495	0.181732
45.407739	0.070966
45.404259	0.064061
45.407257	0.073732
45.400472	0.081334
44.342685	0.1342
44.356828	0.132072
44.342583	0.110339
44.33292	0.108808
43.435526	0.207898
43.419638	0.182378
43.43286	0.202821
43.435051	0.201274
41.526385	0.193558
41.522714	0.196047
41.515573	0.237023
41.513983	0.212149
38.630442	0.070408
38.629065	0.067008
38.632595	0.082964
38.631727	0.093174
38.495381	0.048832
38.494871	0.053963
38.481147	0.036153
38.482317	0.036709
38.118973	0.034573
38.118839	0.046679
38.101569	0.060056
38.104155	0.053673
7.618666	0.102655
7.626996	0.11449
7.62812	0.114136
7.62201	0.129805
7.560726	0.177449
7.548022	0.176829
7.553339	0.182155
7.554241	0.137727
7.543799	0.108414
7.537947	0.095858
7.540589	0.09209
7.537396	0.10594
7.41828	0.086805
7.414575	0.088581
7.420206	0.079888
