time_ps,kappa_avg
5.045,8.546825049
5.05,8.730835085
5.055,8.773221838
5.06,8.545318228
5.065,8.442614188
5.07,8.578263715
5.075,8.658539185
5.08,8.631794727
5.085,8.604768599
5.09,8.538739157
5.095,8.516302247
5.1,8.636442589
5.105,8.663300045
5.11,8.496515202
5.115,8.478824619
5.12,8.670280829
5.125,8.694578039
5.13,8.533408714
5.135,8.503499117
5.14,8.594566812
5.145,8.642029843
5.15,8.660762862
5.155,8.600449698
5.16,8.44567943
5.165,8.459943956
5.17,8.67600138
5.175,8.712897402
5.18,8.540767727
5.185,8.534700675
5.19,8.686511944
5.195,8.709815217
5.2,8.653683999
5.205,8.657206035
5.21,8.664270502
5.215,8.710305407
5.22,8.815469247
5.225,8.771387921
5.23,8.616000535
5.235,8.69126026
5.24,8.913119396
5.245,8.888854518
5.25,8.704581783
5.255,8.685418625
5.26,8.773953457
5.265,8.824758737
5.27,8.871186345
5.275,8.855028145
5.28,8.772609185
5.285,8.843052357
5.29,9.01359305
5.295,8.966069938
5.3,8.814308881
5.305,8.89591565
5.31,9.0559337
5.315,9.008132987
5.32,8.896293225
5.325,8.891707572
5.33,8.930751445
5.335,9.014762184
5.34,9.0991366
5.345,8.993220764
5.35,8.82211364
5.355,8.904839459
5.36,9.080383681
5.365,9.013683581
5.37,8.877475105
5.375,8.929520911
5.38,9.017090288
5.385,9.012877585
5.39,9.006198982
5.395,8.979854093
5.4,8.943179903
5.405,9.032533489
5.41,9.10917467
5.415,8.944832669
5.42,8.783165618
5.425,8.908968636
5.43,9.062215117
5.435,8.985159817
5.44,8.866488796
5.445,8.849954617
5.45,8.863868949
5.455,8.91919484
5.46,8.966562878
5.465,8.862457169
5.47,8.76788593
5.475,8.898633064
5.48,9.01116081
5.485,8.884283588
5.49,8.796585803
5.495,8.920066962
5.5,9.003467458
5.505,8.938217891
5.51,8.859043758
5.515,8.791982854
5.52,8.783184375
5.525,8.918415031
5.53,8.99173255
5.535,8.830371041
5.54,8.730066873
5.545,8.889104294
5.55,9.000547338
5.555,8.907502745
5.56,8.853611558
5.565,8.910087158
5.57,8.945649321
5.575,8.975428721
5.58,8.98854063
5.585,8.916948214
5.59,8.92992157
5.595,9.115501156
5.6,9.163867285
5.605,8.968608168
5.61,8.891265988
5.615,9.043012031
5.62,9.132646873
5.625,9.084886145
5.63,9.040659657
5.635,9.012861806
5.64,9.041994774
5.645,9.177920287
5.65,9.22240058
5.655,9.092852378
5.66,9.081406973
5.665,9.25066092
5.67,9.274085408
5.675,9.131349457
5.68,9.119142952
5.685,9.236170844
5.69,9.297331177
5.695,9.300039351
5.7,9.243128532
5.705,9.131005909
5.71,9.158594601
5.715,9.331304324
5.72,9.32443881
5.725,9.130832673
5.73,9.109313324
5.735,9.260816954
5.74,9.297006566
5.745,9.237403391
5.75,9.233457097
5.755,9.243402513
5.76,9.265000769
5.765,9.316908658
5.77,9.251902503
5.775,9.107181244
5.78,9.166055949
5.785,9.350895004
5.79,9.310216328
5.795,9.124511287
5.8,9.109874206
5.805,9.210793145
5.81,9.241004769
5.815,9.220491998
5.82,9.153514755
5.825,9.057654715
5.83,9.100760707
5.835,9.235832881
5.84,9.192104277
5.845,9.058035445
5.85,9.128484449
5.855,9.271281336
5.86,9.216620967
5.865,9.092702681
5.87,9.086970476
5.875,9.135838847
5.88,9.193752159
5.885,9.228439115
5.89,9.124218769
5.895,8.998786414
5.9,9.102358691
5.905,9.270821229
5.91,9.199308674
5.915,9.049587999
5.92,9.083476613
5.925,9.172419894
5.93,9.171805102
5.935,9.162089705
5.94,9.157891501
5.945,9.159377453
5.95,9.258362834
5.955,9.341363584
5.96,9.222478441
5.965,9.110287767
5.97,9.245458041
5.975,9.387093462
5.98,9.298049105
5.985,9.178295315
5.99,9.197666491
5.995,9.265877163
6,9.341013313
6.005,9.385890744
6.01,9.304577846
6.015,9.232411594
6.02,9.352175267
6.025,9.456702406
6.03,9.348169354
6.035,9.275482072
6.04,9.410777753
6.045,9.51793604
6.05,9.472633337
6.055,9.417585721
6.06,9.403419213
6.065,9.432685192
6.07,9.538781991
6.075,9.565482398
6.08,9.397285262
6.085,9.302543172
6.09,9.454059076
6.095,9.566977768
6.1,9.476943821
6.105,9.412194384
6.11,9.465586021
6.115,9.503972311
6.12,9.51125531
6.125,9.497332364
6.13,9.426201074
6.135,9.42640219
6.14,9.563448413
6.145,9.583560277
6.15,9.407136125
6.155,9.350802541
6.16,9.500215684
6.165,9.564823802
6.17,9.466380293
6.175,9.3727396
6.18,9.330661498
6.185,9.348923816
6.19,9.442484477
6.195,9.452009156
6.2,9.319935603
6.205,9.30236136
6.21,9.452737649
6.215,9.471966534
6.22,9.329077155
6.225,9.30317218
6.23,9.402053575
6.235,9.434918494
6.24,9.397591833
6.245,9.337425954
6.25,9.26971214
6.255,9.322139533
6.26,9.477033018
6.265,9.459130598
6.27,9.271447221
6.275,9.244064132
6.28,9.386363037
6.285,9.415679662
6.29,9.337234436
6.295,9.323981475
6.3,9.359571955
6.305,9.40600251
6.31,9.467460149
6.315,9.440040505
6.32,9.350967313
6.325,9.420499403
6.33,9.57874327
6.335,9.531274695
6.34,9.363840157
6.345,9.378072437
6.35,9.518026215
6.355,9.574427879
6.36,9.552326992
6.365,9.499323107
6.37,9.446046045
6.375,9.508341739
6.38,9.629875104
6.385,9.585970174
6.39,9.464710766
6.395,9.534350732
6.4,9.682084502
6.405,9.656517332
6.41,9.570089591
6.415,9.602229851
6.42,9.680141005
6.425,9.726467177
6.43,9.727979855
6.435,9.626631031
6.44,9.531336178
6.445,9.638647443
6.45,9.791146297
6.455,9.717762046
6.46,9.575230596
6.465,9.618492604
6.47,9.720411659
6.475,9.713104094
6.48,9.670794842
6.485,9.645415215
6.49,9.634481724
6.495,9.699309897
6.5,9.755136956
6.505,9.65760729
6.51,9.577100237
6.515,9.709223072
6.52,9.831613834
6.525,9.725038609
6.53,9.584916511
6.535,9.594060038
6.54,9.655295672
6.545,9.688107061
6.55,9.676836387
6.555,9.58133798
6.56,9.519585701
6.565,9.626739369
6.57,9.71480424
6.575,9.606174646
6.58,9.517935551
6.585,9.612534707
6.59,9.682697046
6.595,9.610206437
6.6,9.542426419
6.605,9.547768403
6.61,9.598118984
6.615,9.686039902
6.62,9.687852832
6.625,9.533047357
6.63,9.456924918
6.635,9.594692438
6.64,9.678572313
6.645,9.562131778
6.65,9.476321531
6.655,9.53252391
6.66,9.593128899
6.665,9.613102541
6.67,9.61182151
6.675,9.56894112
6.68,9.579975355
6.685,9.694073237
6.69,9.706644201
6.695,9.559073809
6.7,9.533636636
6.705,9.700996312
6.71,9.781648815
6.715,9.696797918
6.72,9.630645461
6.725,9.64205864
6.73,9.696130818
6.735,9.775845136
6.74,9.766270555
6.745,9.644621182
6.75,9.636205132
6.755,9.788799234
6.76,9.833564454
6.765,9.731803164
6.77,9.734975432
6.775,9.856440575
6.78,9.902618433
6.785,9.861172446
6.79,9.810085636
6.795,9.778301352
6.8,9.843555851
6.805,9.970400992
6.81,9.941624451
6.815,9.781011405
6.82,9.780549821
6.825,9.934705091
6.83,9.967786007
6.835,9.87261649
6.84,9.832676658
6.845,9.855077221
6.85,9.887156195
6.855,9.922885256
6.86,9.892667438
6.865,9.825611328
6.87,9.893031794
6.875,10.02531506
6.88,9.969176445
6.885,9.809502356
6.89,9.819966773
6.895,9.939136232
6.9,9.953656829
6.905,9.880233502
6.91,9.808603992
6.915,9.7740433
6.92,9.840377324
6.925,9.93811648
6.93,9.877636982
6.935,9.742450559
6.94,9.777178805
6.945,9.886317157
6.95,9.837431979
6.955,9.732748245
6.96,9.755996109
6.965,9.835599928
6.97,9.870094866
6.975,9.855166477
