time_ps,kappa1,kappa2,kappa3,kappa4,kappa5,kappa6,kappa7,kappa8,kappa9,kappa10,kappa11,kappa12,kappa13,kappa14,kappa15,kappa16,kappa17,kappa18,kappa19,kappa20,kappa21,kappa22,kappa23,kappa24,kappa25,kappa26,kappa27,kappa28,kappa29,kappa30,kappa31,kappa32,kappa33,kappa34,kappa35,kappa36,kappa37,kappa38,kappa39,kappa40,kappa41,kappa42,kappa43,kappa44,kappa45,kappa46,kappa47,kappa48,kappa49,kappa50
0.005,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 
0.01,1.135278 ,1.144580 ,1.105988 ,1.137726 ,1.104407 ,1.148140 ,1.119322 ,1.093390 ,1.150997 ,1.109298 ,1.110089 ,1.104610 ,1.121950 ,1.092039 ,1.119815 ,1.145029 ,1.088419 ,1.138702 ,1.102820 ,1.143399 ,1.118360 ,1.108014 ,1.126235 ,1.112416 ,1.110866 ,1.090587 ,1.111541 ,1.132182 ,1.106549 ,1.114895 ,1.101745 ,1.166691 ,1.102394 ,1.154466 ,1.102434 ,1.142102 ,1.127218 ,1.121613 ,1.077689 ,1.090587 ,1.141466 ,1.114580 ,1.101827 ,1.124057 ,1.113868 ,1.122538 ,1.119322 ,1.165025 ,1.113770 ,1.129321 
0.015,1.102217 ,1.105718 ,1.139898 ,1.125902 ,1.126413 ,1.121466 ,1.094254 ,1.079977 ,1.097766 ,1.095796 ,1.105547 ,1.120690 ,1.098301 ,1.104921 ,1.116720 ,1.117925 ,1.094570 ,1.121316 ,1.097186 ,1.102043 ,1.135789 ,1.104715 ,1.091815 ,1.109394 ,1.108921 ,1.096388 ,1.105493 ,1.104490 ,1.112985 ,1.129481 ,1.095769 ,1.141632 ,1.134402 ,1.091970 ,1.118349 ,1.101215 ,1.122571 ,1.108771 ,1.128082 ,1.096388 ,1.126319 ,1.116966 ,1.107164 ,1.116078 ,1.103539 ,1.119797 ,1.094254 ,1.144046 ,1.107201 ,1.114892 
0.02,1.035263 ,1.041988 ,1.099155 ,1.074324 ,1.092303 ,1.059963 ,1.038826 ,1.042896 ,1.044233 ,1.060379 ,1.076253 ,1.092258 ,1.035532 ,1.070878 ,1.049606 ,1.029598 ,1.071007 ,1.077032 ,1.062146 ,1.033354 ,1.057615 ,1.088416 ,1.036849 ,1.054818 ,1.050135 ,1.083315 ,1.048858 ,1.060074 ,1.070081 ,1.076201 ,1.056118 ,1.042686 ,1.084117 ,1.024640 ,1.072132 ,1.048468 ,1.070032 ,1.060269 ,1.093637 ,1.083315 ,1.054878 ,1.034753 ,1.069669 ,1.066003 ,1.064233 ,1.053021 ,1.038826 ,1.065270 ,1.076816 ,1.063527 
0.025,1.402544 ,1.417387 ,1.414687 ,1.436844 ,1.419456 ,1.431483 ,1.397636 ,1.399563 ,1.443492 ,1.419115 ,1.438273 ,1.439040 ,1.388401 ,1.404982 ,1.381993 ,1.379189 ,1.414671 ,1.453188 ,1.418179 ,1.404204 ,1.359731 ,1.450636 ,1.413569 ,1.395368 ,1.381491 ,1.441475 ,1.390932 ,1.440511 ,1.407355 ,1.401177 ,1.410927 ,1.392104 ,1.390640 ,1.426454 ,1.389528 ,1.433365 ,1.412913 ,1.420839 ,1.385074 ,1.441475 ,1.403203 ,1.348946 ,1.419236 ,1.425358 ,1.417820 ,1.394609 ,1.397636 ,1.421138 ,1.437067 ,1.426058 
0.03,1.436184 ,1.432653 ,1.449174 ,1.461529 ,1.437528 ,1.460908 ,1.412820 ,1.409840 ,1.439360 ,1.408395 ,1.442958 ,1.462047 ,1.414039 ,1.423368 ,1.430187 ,1.437274 ,1.409985 ,1.475671 ,1.432705 ,1.416882 ,1.419479 ,1.426249 ,1.436173 ,1.428841 ,1.411878 ,1.430499 ,1.426441 ,1.451918 ,1.425366 ,1.437136 ,1.433478 ,1.463726 ,1.430296 ,1.437428 ,1.403423 ,1.436843 ,1.427077 ,1.447000 ,1.417656 ,1.430499 ,1.444165 ,1.414331 ,1.449498 ,1.457141 ,1.420335 ,1.452490 ,1.412820 ,1.463347 ,1.436051 ,1.448860 
0.035,1.220792 ,1.203386 ,1.258938 ,1.242925 ,1.245094 ,1.236696 ,1.190526 ,1.189659 ,1.180189 ,1.170263 ,1.220924 ,1.252649 ,1.199285 ,1.214020 ,1.243851 ,1.244793 ,1.191302 ,1.260740 ,1.210350 ,1.186786 ,1.243972 ,1.179340 ,1.204154 ,1.224076 ,1.209139 ,1.194937 ,1.219854 ,1.213631 ,1.216879 ,1.243156 ,1.217014 ,1.279335 ,1.252290 ,1.185988 ,1.205872 ,1.182155 ,1.215118 ,1.227441 ,1.245266 ,1.194937 ,1.241486 ,1.248668 ,1.245482 ,1.248909 ,1.197274 ,1.258971 ,1.190526 ,1.256433 ,1.203467 ,1.229960 
0.04,1.394084 ,1.399737 ,1.396323 ,1.416587 ,1.431294 ,1.407018 ,1.373180 ,1.375824 ,1.386311 ,1.362667 ,1.420982 ,1.413083 ,1.371101 ,1.371619 ,1.398400 ,1.393284 ,1.387348 ,1.460941 ,1.384814 ,1.377469 ,1.351783 ,1.391746 ,1.378747 ,1.376581 ,1.361244 ,1.386414 ,1.368314 ,1.399310 ,1.379799 ,1.388354 ,1.378533 ,1.421194 ,1.394447 ,1.380989 ,1.376607 ,1.362002 ,1.399704 ,1.392107 ,1.387455 ,1.386414 ,1.397718 ,1.381592 ,1.409017 ,1.417247 ,1.391611 ,1.381702 ,1.373180 ,1.418331 ,1.399068 ,1.401278 
0.045,1.320995 ,1.342407 ,1.317832 ,1.352394 ,1.387385 ,1.328345 ,1.313860 ,1.329227 ,1.332245 ,1.314704 ,1.382179 ,1.349941 ,1.302803 ,1.307731 ,1.317038 ,1.299988 ,1.349882 ,1.408020 ,1.329593 ,1.313438 ,1.242056 ,1.362705 ,1.310446 ,1.302900 ,1.284344 ,1.349218 ,1.287981 ,1.338856 ,1.314475 ,1.307990 ,1.311010 ,1.315709 ,1.320544 ,1.314034 ,1.319025 ,1.288482 ,1.343127 ,1.319766 ,1.320375 ,1.349218 ,1.315731 ,1.290363 ,1.346767 ,1.350156 ,1.343279 ,1.276786 ,1.313860 ,1.331468 ,1.355621 ,1.335392 
0.05,1.013816 ,1.010145 ,1.049775 ,1.046383 ,1.101319 ,1.005643 ,0.999109 ,1.025334 ,0.979844 ,0.986420 ,1.066586 ,1.063143 ,0.999758 ,1.023253 ,1.034885 ,1.008390 ,1.039249 ,1.081109 ,1.030593 ,0.980266 ,0.986385 ,1.028024 ,0.994861 ,1.020613 ,0.998581 ,1.032266 ,1.003007 ,1.014141 ,1.019476 ,1.029148 ,1.017031 ,1.021196 ,1.057638 ,0.962442 ,1.026582 ,0.943865 ,1.033946 ,1.014456 ,1.060692 ,1.032266 ,1.021859 ,1.028085 ,1.060645 ,1.050789 ,1.023081 ,0.995575 ,0.999109 ,1.024959 ,1.037710 ,1.027486 
0.055,1.317611 ,1.288735 ,1.312612 ,1.332541 ,1.349571 ,1.295874 ,1.271620 ,1.289452 ,1.269487 ,1.236559 ,1.316988 ,1.332129 ,1.287909 ,1.284920 ,1.320873 ,1.319509 ,1.273451 ,1.348814 ,1.302183 ,1.264010 ,1.282112 ,1.258182 ,1.288232 ,1.306304 ,1.278508 ,1.267048 ,1.289600 ,1.299033 ,1.283499 ,1.306664 ,1.299096 ,1.334697 ,1.317476 ,1.259900 ,1.268406 ,1.227550 ,1.294888 ,1.298406 ,1.289709 ,1.267048 ,1.322997 ,1.317629 ,1.333067 ,1.333023 ,1.274853 ,1.294067 ,1.271620 ,1.330593 ,1.291059 ,1.309573 
0.06,1.763664 ,1.731762 ,1.701143 ,1.771093 ,1.751405 ,1.737606 ,1.697605 ,1.714246 ,1.740653 ,1.664390 ,1.739174 ,1.747608 ,1.720661 ,1.690221 ,1.733879 ,1.747474 ,1.681004 ,1.780891 ,1.731543 ,1.711532 ,1.680029 ,1.682135 ,1.732027 ,1.723936 ,1.692902 ,1.680431 ,1.706324 ,1.747239 ,1.694576 ,1.717126 ,1.725787 ,1.761845 ,1.702334 ,1.725701 ,1.658356 ,1.681341 ,1.712598 ,1.730240 ,1.647077 ,1.680431 ,1.755117 ,1.711370 ,1.743908 ,1.760856 ,1.697343 ,1.706894 ,1.697605 ,1.774166 ,1.718888 ,1.744344 
0.065,1.457693 ,1.425089 ,1.444276 ,1.487107 ,1.510274 ,1.428186 ,1.399719 ,1.445173 ,1.426311 ,1.395184 ,1.472928 ,1.490167 ,1.428369 ,1.431026 ,1.450735 ,1.426608 ,1.432725 ,1.486410 ,1.466537 ,1.406170 ,1.403539 ,1.426100 ,1.422545 ,1.442154 ,1.417309 ,1.427440 ,1.418257 ,1.445653 ,1.427748 ,1.453902 ,1.448994 ,1.436891 ,1.452908 ,1.388060 ,1.403954 ,1.368842 ,1.436015 ,1.442139 ,1.416340 ,1.427440 ,1.456641 ,1.424979 ,1.467932 ,1.476671 ,1.428155 ,1.408240 ,1.399719 ,1.469591 ,1.452186 ,1.461273 
0.07,1.260848 ,1.228836 ,1.281529 ,1.304847 ,1.368613 ,1.227845 ,1.205473 ,1.272071 ,1.223703 ,1.227081 ,1.307155 ,1.326146 ,1.241751 ,1.262301 ,1.273903 ,1.216409 ,1.280970 ,1.302282 ,1.295781 ,1.217873 ,1.221991 ,1.269141 ,1.216010 ,1.258461 ,1.240530 ,1.266423 ,1.230006 ,1.245564 ,1.258134 ,1.287700 ,1.265785 ,1.230933 ,1.301118 ,1.164453 ,1.255174 ,1.167018 ,1.264878 ,1.254040 ,1.278400 ,1.266423 ,1.266484 ,1.241689 ,1.285122 ,1.293823 ,1.261423 ,1.212186 ,1.205473 ,1.277848 ,1.281293 ,1.283729 
0.075,1.818200 ,1.786112 ,1.772587 ,1.848935 ,1.881436 ,1.784578 ,1.736311 ,1.791063 ,1.802974 ,1.758488 ,1.836130 ,1.835192 ,1.782676 ,1.757859 ,1.803547 ,1.762030 ,1.789710 ,1.854252 ,1.820487 ,1.789830 ,1.720891 ,1.798961 ,1.761875 ,1.777579 ,1.758414 ,1.774032 ,1.749557 ,1.792659 ,1.767746 ,1.800596 ,1.780925 ,1.793606 ,1.798414 ,1.742091 ,1.767683 ,1.733600 ,1.797566 ,1.787519 ,1.747334 ,1.774032 ,1.811927 ,1.752751 ,1.790612 ,1.826662 ,1.792236 ,1.736217 ,1.736311 ,1.843758 ,1.804480 ,1.828616 
0.08,2.026548 ,1.972608 ,1.960903 ,2.049961 ,2.056591 ,1.989931 ,1.918085 ,1.966047 ,1.993607 ,1.929925 ,2.011385 ,2.021403 ,1.979014 ,1.933578 ,2.008654 ,1.980202 ,1.949677 ,2.045206 ,2.008146 ,1.987778 ,1.931801 ,1.958072 ,1.958617 ,1.980705 ,1.954504 ,1.934930 ,1.946651 ,1.980827 ,1.947028 ,1.998128 ,1.969349 ,2.030433 ,1.994196 ,1.941539 ,1.949947 ,1.927582 ,1.979010 ,1.982368 ,1.924402 ,1.934930 ,2.022864 ,1.968673 ,1.976268 ,2.027384 ,1.966614 ,1.956988 ,1.918085 ,2.063226 ,1.970906 ,2.027084 
0.085,1.652054 ,1.574004 ,1.634436 ,1.685456 ,1.706389 ,1.612511 ,1.540915 ,1.608631 ,1.588975 ,1.560533 ,1.647095 ,1.686348 ,1.610448 ,1.594363 ,1.657540 ,1.606642 ,1.593444 ,1.665689 ,1.661829 ,1.591324 ,1.599354 ,1.589416 ,1.583296 ,1.641824 ,1.609261 ,1.582620 ,1.594463 ,1.601073 ,1.594716 ,1.660770 ,1.624397 ,1.660295 ,1.670798 ,1.531647 ,1.605612 ,1.535974 ,1.606680 ,1.624284 ,1.616180 ,1.582620 ,1.656752 ,1.632302 ,1.635281 ,1.674835 ,1.600715 ,1.619677 ,1.540915 ,1.686504 ,1.604096 ,1.659422 
0.09,1.595678 ,1.524434 ,1.564783 ,1.634217 ,1.648558 ,1.558521 ,1.491812 ,1.576539 ,1.566602 ,1.538861 ,1.618926 ,1.645821 ,1.552399 ,1.545513 ,1.578709 ,1.514763 ,1.564968 ,1.623142 ,1.629433 ,1.539300 ,1.489997 ,1.582758 ,1.538449 ,1.585466 ,1.546376 ,1.568641 ,1.524848 ,1.568138 ,1.542557 ,1.590010 ,1.587800 ,1.556274 ,1.592514 ,1.494515 ,1.547492 ,1.500796 ,1.551035 ,1.578202 ,1.545823 ,1.568641 ,1.581150 ,1.531898 ,1.592246 ,1.628455 ,1.568492 ,1.539738 ,1.491812 ,1.608420 ,1.577901 ,1.603421 
0.095,1.790027 ,1.727630 ,1.727543 ,1.824452 ,1.821903 ,1.753633 ,1.683340 ,1.769956 ,1.785285 ,1.742745 ,1.819753 ,1.830127 ,1.737129 ,1.721681 ,1.750692 ,1.685872 ,1.755515 ,1.821672 ,1.822681 ,1.738375 ,1.633289 ,1.797358 ,1.736191 ,1.765287 ,1.720720 ,1.766613 ,1.696086 ,1.773089 ,1.722243 ,1.753911 ,1.776609 ,1.723943 ,1.752356 ,1.709728 ,1.725091 ,1.707447 ,1.740932 ,1.764947 ,1.703317 ,1.766613 ,1.754751 ,1.684707 ,1.776812 ,1.818632 ,1.768402 ,1.702531 ,1.683340 ,1.790905 ,1.781649 ,1.782547 
0.1,1.673259 ,1.596569 ,1.640330 ,1.705936 ,1.708465 ,1.627739 ,1.551809 ,1.635910 ,1.619394 ,1.597946 ,1.683010 ,1.718716 ,1.615659 ,1.606944 ,1.661901 ,1.593916 ,1.614313 ,1.688241 ,1.692593 ,1.603048 ,1.567964 ,1.638242 ,1.601530 ,1.661623 ,1.616192 ,1.615000 ,1.588632 ,1.627390 ,1.608115 ,1.653568 ,1.651833 ,1.648166 ,1.679785 ,1.556116 ,1.630107 ,1.552290 ,1.628236 ,1.635039 ,1.635920 ,1.615000 ,1.647047 ,1.620113 ,1.666862 ,1.703190 ,1.634544 ,1.612717 ,1.551809 ,1.687100 ,1.644237 ,1.649925 
0.105,1.800797 ,1.722091 ,1.761411 ,1.826798 ,1.816789 ,1.746251 ,1.662686 ,1.740126 ,1.727361 ,1.699139 ,1.785826 ,1.833288 ,1.734487 ,1.714969 ,1.798222 ,1.734488 ,1.707644 ,1.804313 ,1.796142 ,1.723328 ,1.703716 ,1.724219 ,1.713629 ,1.780758 ,1.735835 ,1.698512 ,1.709460 ,1.735033 ,1.719344 ,1.770455 ,1.756751 ,1.802205 ,1.811960 ,1.672142 ,1.756903 ,1.659272 ,1.754082 ,1.742825 ,1.764280 ,1.698512 ,1.771701 ,1.759934 ,1.780451 ,1.815145 ,1.741385 ,1.740877 ,1.662686 ,1.822460 ,1.752718 ,1.758269 
0.11,2.036151 ,1.981230 ,1.948271 ,2.060413 ,2.024173 ,1.979606 ,1.897223 ,1.976927 ,2.005298 ,1.948930 ,2.028200 ,2.056456 ,1.960229 ,1.926585 ,2.005295 ,1.943187 ,1.944094 ,2.052317 ,2.025117 ,1.972977 ,1.867519 ,1.977917 ,1.952611 ,1.987488 ,1.942521 ,1.935765 ,1.915950 ,1.986917 ,1.933579 ,1.961247 ,1.979216 ,2.000596 ,1.999020 ,1.943398 ,1.970927 ,1.917749 ,1.989532 ,1.965816 ,1.946508 ,1.935765 ,1.979462 ,1.935877 ,1.996963 ,2.033333 ,1.981111 ,1.930833 ,1.897223 ,2.042146 ,2.003670 ,1.982639 
0.115,1.650980 ,1.603321 ,1.592875 ,1.691356 ,1.667806 ,1.592860 ,1.525769 ,1.631206 ,1.623679 ,1.598206 ,1.677993 ,1.719191 ,1.585245 ,1.583014 ,1.631963 ,1.540216 ,1.612153 ,1.682180 ,1.676169 ,1.582743 ,1.487786 ,1.636276 ,1.576609 ,1.622377 ,1.577690 ,1.600669 ,1.546014 ,1.617271 ,1.573728 ,1.590833 ,1.627776 ,1.580194 ,1.646031 ,1.553805 ,1.617724 ,1.540428 ,1.624870 ,1.594816 ,1.615024 ,1.600669 ,1.587568 ,1.551257 ,1.644710 ,1.662425 ,1.621455 ,1.550267 ,1.525769 ,1.641851 ,1.660709 ,1.607392 
0.12,1.295801 ,1.234413 ,1.273371 ,1.343975 ,1.322809 ,1.234877 ,1.170330 ,1.294985 ,1.239019 ,1.241290 ,1.322956 ,1.401432 ,1.240218 ,1.258167 ,1.298764 ,1.191795 ,1.271641 ,1.322770 ,1.340523 ,1.208553 ,1.176439 ,1.270821 ,1.222422 ,1.293371 ,1.248641 ,1.254612 ,1.214315 ,1.254235 ,1.231354 ,1.260740 ,1.296317 ,1.227615 ,1.333131 ,1.176030 ,1.280021 ,1.173754 ,1.272605 ,1.250805 ,1.313019 ,1.254612 ,1.243898 ,1.229946 ,1.316434 ,1.318958 ,1.263380 ,1.231297 ,1.170330 ,1.288139 ,1.311299 ,1.258140 
0.125,1.732547 ,1.666428 ,1.648961 ,1.765516 ,1.691206 ,1.672540 ,1.584428 ,1.696309 ,1.685166 ,1.638942 ,1.715087 ,1.795332 ,1.664390 ,1.640219 ,1.708122 ,1.633652 ,1.647025 ,1.747367 ,1.740981 ,1.647021 ,1.578135 ,1.650910 ,1.654706 ,1.701672 ,1.654889 ,1.629590 ,1.627332 ,1.677523 ,1.617302 ,1.653766 ,1.698631 ,1.677125 ,1.712309 ,1.639777 ,1.654580 ,1.618022 ,1.674967 ,1.668210 ,1.660337 ,1.629590 ,1.678582 ,1.636456 ,1.711679 ,1.733385 ,1.656259 ,1.659537 ,1.584428 ,1.734223 ,1.703748 ,1.676266 
0.13,1.968939 ,1.901828 ,1.858439 ,1.997414 ,1.906268 ,1.909091 ,1.807207 ,1.915241 ,1.925588 ,1.861401 ,1.936965 ,2.006710 ,1.894694 ,1.848306 ,1.933266 ,1.873377 ,1.859245 ,1.985643 ,1.960333 ,1.893973 ,1.796191 ,1.872506 ,1.885960 ,1.924297 ,1.879280 ,1.838785 ,1.852918 ,1.903791 ,1.831851 ,1.871444 ,1.910285 ,1.919949 ,1.929425 ,1.885933 ,1.873314 ,1.859271 ,1.903247 ,1.891812 ,1.860721 ,1.838785 ,1.917246 ,1.861941 ,1.923274 ,1.960354 ,1.880048 ,1.889701 ,1.807207 ,1.979474 ,1.916920 ,1.902139 
0.135,1.482913 ,1.410814 ,1.439891 ,1.529959 ,1.492962 ,1.418141 ,1.334225 ,1.468564 ,1.417230 ,1.413024 ,1.493504 ,1.567708 ,1.424909 ,1.414872 ,1.477167 ,1.384570 ,1.435433 ,1.518202 ,1.510214 ,1.414044 ,1.351947 ,1.439336 ,1.393823 ,1.472954 ,1.435798 ,1.409113 ,1.398391 ,1.410470 ,1.393405 ,1.434759 ,1.447457 ,1.427222 ,1.523166 ,1.361763 ,1.464172 ,1.363780 ,1.456694 ,1.418804 ,1.479382 ,1.409113 ,1.449260 ,1.418542 ,1.473738 ,1.499661 ,1.439017 ,1.427063 ,1.334225 ,1.495105 ,1.461271 ,1.434616 
0.14,1.416799 ,1.350288 ,1.381232 ,1.469262 ,1.452305 ,1.348872 ,1.277240 ,1.428549 ,1.370519 ,1.381010 ,1.457013 ,1.513990 ,1.364796 ,1.362703 ,1.401776 ,1.294225 ,1.405605 ,1.469136 ,1.464015 ,1.363699 ,1.258721 ,1.423850 ,1.327621 ,1.407905 ,1.378003 ,1.385267 ,1.333341 ,1.348065 ,1.341088 ,1.372861 ,1.385401 ,1.331140 ,1.466242 ,1.294308 ,1.425488 ,1.312814 ,1.406574 ,1.355248 ,1.429566 ,1.385267 ,1.382059 ,1.331650 ,1.415026 ,1.439853 ,1.408074 ,1.343957 ,1.277240 ,1.424013 ,1.421932 ,1.377832 
0.145,1.824616 ,1.751384 ,1.732647 ,1.861514 ,1.805056 ,1.750799 ,1.667967 ,1.811112 ,1.802179 ,1.769929 ,1.839292 ,1.879468 ,1.757679 ,1.725581 ,1.771326 ,1.689504 ,1.770079 ,1.864655 ,1.848520 ,1.778343 ,1.612262 ,1.809550 ,1.733736 ,1.785096 ,1.755096 ,1.762492 ,1.712496 ,1.749901 ,1.710160 ,1.741057 ,1.767605 ,1.725045 ,1.813186 ,1.724188 ,1.783598 ,1.735513 ,1.778380 ,1.743122 ,1.750778 ,1.762492 ,1.779548 ,1.690963 ,1.786379 ,1.831816 ,1.797815 ,1.726067 ,1.667967 ,1.834579 ,1.803102 ,1.770958 
0.15,1.797074 ,1.682502 ,1.713751 ,1.820138 ,1.745810 ,1.706703 ,1.613278 ,1.753744 ,1.730707 ,1.695083 ,1.768089 ,1.840573 ,1.722014 ,1.689941 ,1.751266 ,1.682855 ,1.691089 ,1.798431 ,1.806561 ,1.721692 ,1.625600 ,1.718506 ,1.696847 ,1.763188 ,1.732421 ,1.689715 ,1.693298 ,1.694202 ,1.664350 ,1.722957 ,1.735262 ,1.719247 ,1.792029 ,1.660271 ,1.736073 ,1.682123 ,1.713098 ,1.704549 ,1.720096 ,1.689715 ,1.760450 ,1.689927 ,1.748375 ,1.799377 ,1.736399 ,1.731433 ,1.613278 ,1.820600 ,1.733115 ,1.726233 
0.155,1.588581 ,1.446812 ,1.522904 ,1.604810 ,1.529926 ,1.479038 ,1.390159 ,1.542043 ,1.495467 ,1.472002 ,1.544300 ,1.643646 ,1.511914 ,1.493094 ,1.547894 ,1.476499 ,1.467382 ,1.566282 ,1.603425 ,1.491573 ,1.437033 ,1.485591 ,1.481133 ,1.562764 ,1.533186 ,1.478562 ,1.494807 ,1.469270 ,1.453530 ,1.525500 ,1.535338 ,1.505257 ,1.596143 ,1.420457 ,1.533405 ,1.458029 ,1.487158 ,1.493326 ,1.532212 ,1.478562 ,1.551860 ,1.491403 ,1.542058 ,1.589156 ,1.520934 ,1.539697 ,1.390159 ,1.610623 ,1.514713 ,1.511055 
0.16,1.769197 ,1.644158 ,1.662803 ,1.779163 ,1.692732 ,1.646419 ,1.570789 ,1.731073 ,1.719894 ,1.677949 ,1.743231 ,1.815567 ,1.684500 ,1.659609 ,1.692801 ,1.617818 ,1.655313 ,1.753846 ,1.792217 ,1.685431 ,1.536162 ,1.702789 ,1.664401 ,1.715968 ,1.686854 ,1.688036 ,1.650833 ,1.660212 ,1.616082 ,1.666440 ,1.709076 ,1.628928 ,1.726856 ,1.626412 ,1.704826 ,1.665432 ,1.664010 ,1.664681 ,1.666355 ,1.688036 ,1.703030 ,1.602017 ,1.700192 ,1.754094 ,1.721483 ,1.666654 ,1.570789 ,1.766156 ,1.720907 ,1.685620 
0.165,1.704520 ,1.591519 ,1.600518 ,1.712321 ,1.641031 ,1.568120 ,1.508807 ,1.674620 ,1.660574 ,1.630293 ,1.698356 ,1.759157 ,1.614421 ,1.600266 ,1.624808 ,1.538385 ,1.606746 ,1.693177 ,1.740199 ,1.626246 ,1.449071 ,1.664511 ,1.594526 ,1.643583 ,1.617599 ,1.645744 ,1.580363 ,1.588502 ,1.551773 ,1.592283 ,1.643757 ,1.537606 ,1.667934 ,1.559395 ,1.664414 ,1.603580 ,1.613493 ,1.591958 ,1.618615 ,1.645744 ,1.624820 ,1.524997 ,1.631034 ,1.685898 ,1.676837 ,1.577683 ,1.508807 ,1.683198 ,1.675325 ,1.617636 
0.17,1.498179 ,1.367775 ,1.429954 ,1.497842 ,1.442371 ,1.347014 ,1.291552 ,1.454890 ,1.402788 ,1.396142 ,1.470176 ,1.564187 ,1.403530 ,1.400947 ,1.445341 ,1.354621 ,1.380395 ,1.465997 ,1.529683 ,1.400359 ,1.297598 ,1.419019 ,1.369516 ,1.448688 ,1.427330 ,1.411288 ,1.388600 ,1.344494 ,1.342657 ,1.404187 ,1.432391 ,1.362242 ,1.508330 ,1.317595 ,1.484788 ,1.365334 ,1.411753 ,1.373903 ,1.465985 ,1.411288 ,1.430958 ,1.366610 ,1.426372 ,1.477619 ,1.457309 ,1.396176 ,1.291552 ,1.477445 ,1.449343 ,1.399958 
0.175,1.804034 ,1.667750 ,1.692162 ,1.782934 ,1.687533 ,1.646981 ,1.577026 ,1.724637 ,1.704805 ,1.662391 ,1.727624 ,1.836557 ,1.691466 ,1.659755 ,1.727207 ,1.664085 ,1.623150 ,1.752094 ,1.806416 ,1.699604 ,1.583043 ,1.669387 ,1.669502 ,1.727556 ,1.707041 ,1.659098 ,1.673866 ,1.629182 ,1.600546 ,1.670723 ,1.706079 ,1.681835 ,1.772798 ,1.641176 ,1.743825 ,1.667504 ,1.690028 ,1.658955 ,1.708540 ,1.659098 ,1.730615 ,1.648686 ,1.699851 ,1.760407 ,1.726365 ,1.691167 ,1.577026 ,1.778294 ,1.716686 ,1.682522 
0.18,1.936784 ,1.809069 ,1.789544 ,1.911277 ,1.784387 ,1.781725 ,1.709147 ,1.854654 ,1.864191 ,1.801410 ,1.856951 ,1.964090 ,1.814270 ,1.776162 ,1.826943 ,1.777196 ,1.744592 ,1.886675 ,1.942697 ,1.838902 ,1.676704 ,1.811217 ,1.818484 ,1.846761 ,1.820893 ,1.795260 ,1.794738 ,1.774295 ,1.711924 ,1.769997 ,1.836315 ,1.790088 ,1.870462 ,1.810273 ,1.843121 ,1.820609 ,1.809554 ,1.790861 ,1.796648 ,1.795260 ,1.847762 ,1.735584 ,1.827155 ,1.890206 ,1.855250 ,1.806189 ,1.709147 ,1.890217 ,1.850812 ,1.809032 
0.185,1.345510 ,1.214067 ,1.258325 ,1.338621 ,1.241069 ,1.191112 ,1.135072 ,1.307662 ,1.256442 ,1.250720 ,1.306274 ,1.437050 ,1.237611 ,1.248020 ,1.251995 ,1.176261 ,1.212971 ,1.307800 ,1.401514 ,1.242665 ,1.127658 ,1.276563 ,1.246620 ,1.295873 ,1.267374 ,1.273146 ,1.239305 ,1.197517 ,1.165160 ,1.215552 ,1.291138 ,1.175596 ,1.345994 ,1.202112 ,1.301188 ,1.229530 ,1.242764 ,1.226769 ,1.303049 ,1.273146 ,1.261967 ,1.166031 ,1.293720 ,1.328714 ,1.298827 ,1.244904 ,1.135072 ,1.276680 ,1.299458 ,1.234330 
0.19,1.141337 ,1.006743 ,1.069296 ,1.138853 ,1.045353 ,0.986772 ,0.930927 ,1.116405 ,1.043005 ,1.058560 ,1.109842 ,1.254736 ,1.038691 ,1.060530 ,1.046372 ,0.966590 ,1.019763 ,1.106385 ,1.207898 ,1.040252 ,0.937158 ,1.088478 ,1.047846 ,1.104085 ,1.073812 ,1.089598 ,1.045706 ,0.993409 ,0.972986 ,1.017996 ,1.098598 ,0.969516 ,1.167006 ,0.996359 ,1.114694 ,1.025261 ,1.045159 ,1.026059 ,1.134907 ,1.089598 ,1.062865 ,0.959815 ,1.112187 ,1.132609 ,1.100324 ,1.052680 ,0.930927 ,1.061183 ,1.103824 ,1.033938 
