Position(THz)	Width(THz)
0.71801	0.03479
1.120085	0.057418
1.350144	0.075561
1.465421	0.06342
1.474215	0.047112
1.474623	0.062252
1.2286	0.036445
1.518614	0.029818
1.76978	0.024703
2.582532	0.057422
2.740077	0.074366
2.881847	0.08627
2.973807	0.075242
3.147052	0.066401
3.666886	0.059812
4.190803	0.17627
4.628513	0.060957
5.256638	0.15556
5.322093	0.120639
5.776081	0.081155
5.918829	0.086544
6.516932	0.160049
6.865535	0.215645
7.454851	0.204096
8.056915	0.147247
7.988538	0.094236
8.12284	0.185232
8.190158	0.160632
8.800667	0.222505
9.200412	0.139221
9.184425	0.165888
9.4112	0.175172
9.385	0.062177
9.657386	0.089601
10.029379	0.203708
10.183243	0.161282
10.192181	0.183432
10.610711	0.191784
11.503569	0.138041
11.447301	0.319645
11.634635	0.140728
11.873924	0.758961
11.834339	0.213814
12.16096	0.221564
12.377332	0.128041
12.369815	0.097074
12.377803	0.117806
12.391477	0.113633
13.107344	0.260864
13.223335	0.12501
13.260961	0.215952
13.473783	0.271468
13.754431	0.248423
13.94034	0.148538
14.257492	0.355077
15.875556	0.139858
16.088564	0.37155
16.409335	0.174041
16.436887	0.247878
16.636843	0.188789
16.67251	0.174333
16.853533	0.248306
16.941889	0.084526
17.150871	0.110734
17.362422	0.076055
17.451924	0.098059
17.431699	0.098969
17.546123	0.161248
17.729619	0.088648
18.057171	0.803357
18.10691	0.088037
18.437047	0.404162
18.510105	0.140129
19.0434	0.33686
19.024441	0.27948
19.241721	0.220944
19.201086	0.295131
19.381571	0.131184
19.62096	0.231319
19.548216	0.283691
19.817374	0.363518
20.290216	0.316948
20.370298	0.200058
20.511306	0.172823
20.709728	0.214723
21.574756	0.119442
21.872801	0.134116
21.97618	0.114992
22.06757	0.393085
22.162317	0.3271
22.1843	0.319951
22.158542	0.388399
23.024695	0.095208
23.046568	0.116318
23.23324	0.018546
23.289921	0.040941
23.931971	0.07052
24.016113	0.060215
25.119796	0.068889
25.622121	0.261694
25.719331	0.162627
25.808383	0.22461
25.815155	0.201302
25.801384	0.232089
25.800948	0.252923
26.071723	0.066704
26.604774	0.073411
26.88752	0.053534
26.810742	0.318893
26.791345	0.274197
26.790311	0.307042
26.82423	0.285762
27.025213	0.050632
27.075688	0.0783
27.281167	0.087159
27.475024	0.081035
27.660046	0.061131
27.7788	0.055307
28.018156	0.206098
28.594093	0.18895
28.689632	0.165443
29.121152	0.221814
29.176677	0.033176
29.193979	0.053882
30.242888	0.094892
30.376438	0.078885
30.362064	0.096539
30.50964	0.090266
31.142132	0.079123
31.286115	0.065317
32.157085	0.172427
32.344705	0.102758
32.029668	0.368993
32.054758	0.327701
32.019112	0.383105
32.023426	0.342807
32.336819	0.355408
32.347896	0.386397
32.358594	0.412595
32.308945	0.445367
35.045656	0.3074
35.027032	0.268763
35.033256	0.274637
35.049679	0.345235
35.672749	0.209154
35.678455	0.241196
35.825691	0.209
35.873082	0.184239
39.275518	0.258162
39.295281	0.258396
39.3084	0.241223
39.318261	0.214764
42.081001	0.368518
42.051935	0.405463
42.114629	0.426101
42.143122	0.418085
44.404653	0.294259
44.404074	0.290394
44.428127	0.249122
44.426199	0.25825
48.972585	0.058971
48.971536	0.055083
48.984749	0.073733
48.998961	0.077694
49.169771	0.179906
49.182333	0.176614
49.180522	0.20399
49.195705	0.192702
46.014	0.175082
46.012975	0.182705
45.992648	0.158076
45.987407	0.157992
45.470489	0.091029
45.471332	0.085343
45.438058	0.090337
45.429785	0.088588
44.426371	0.142028
44.426426	0.153371
44.419371	0.156107
44.406279	0.141013
43.498167	0.189871
43.501495	0.208002
43.494657	0.179124
43.51112	0.19507
41.604762	0.195924
41.617766	0.24308
41.590299	0.220688
41.600909	0.212823
38.685511	0.089798
38.681907	0.106308
38.677336	0.077947
38.680482	0.089913
38.636172	0.108664
38.626851	0.089916
38.575488	0.06745
38.548776	0.075291
38.242522	0.102123
38.233622	0.07852
38.195928	0.100605
38.169276	0.061078
7.639258	0.134329
7.627948	0.104056
7.629572	0.118341
7.632599	0.112667
7.581506	0.205126
7.582991	0.231022
7.594267	0.196207
7.585715	0.2185
7.607104	0.1439
7.605986	0.142537
7.606331	0.135266
7.602956	0.157545
7.491141	0.125123
7.484249	0.104191
7.483049	0.128408
