Position(THz)	Width(THz)
0.368719	0.025267
0.774422	0.048369
0.972338	0.055937
1.331913	0.056029
1.475032	0.052497
1.474091	0.061362
1.474425	0.045945
1.879465	0.033796
2.768517	0.066386
2.881494	0.051605
2.870588	0.072117
2.978358	0.08028
3.093624	0.077348
3.6488	0.100058
3.920606	0.083826
4.939705	0.066121
5.265324	0.126025
5.33494	0.093373
5.679886	0.166787
6.135885	0.095994
6.701795	0.11233
6.809547	0.270268
7.741619	0.1164
7.870116	0.075424
8.043022	0.12187
8.100616	0.164308
8.170984	0.169842
8.764081	0.304791
8.871778	0.172784
9.027285	0.111362
9.391986	0.058542
9.46852	0.204827
9.833204	0.074666
9.997887	0.201564
9.949176	0.201563
10.234645	0.180493
10.4791	0.175668
11.326157	0.287235
11.472296	0.143976
11.610608	0.112085
11.884861	0.216023
12.358239	0.195352
12.369575	0.120365
12.37375	0.099494
12.384545	0.09588
12.404059	0.18528
12.462826	0.276101
12.996903	0.196732
13.116081	0.12039
13.256444	0.223871
13.513996	0.22757
13.865896	0.199801
13.864308	0.335888
14.044955	0.182508
15.818837	0.162817
15.932048	0.320465
16.397882	0.225512
16.722973	0.265856
16.831377	0.186925
16.906764	0.086837
16.932517	0.18226
16.930953	0.168966
17.066631	0.126025
17.346906	0.091215
17.421711	0.067259
17.504981	0.261106
17.71085	0.098928
17.738441	0.067985
17.6146	0.635124
18.057892	0.636474
18.281493	0.072358
18.288333	0.111647
18.849078	0.355927
19.1095	0.341409
19.163739	0.085828
19.31198	0.193812
19.342708	0.276826
19.563898	0.21677
19.541892	0.345304
19.785138	0.401451
20.329936	0.275279
20.387118	0.220158
20.616636	0.128635
20.643852	0.226982
21.794384	0.129784
21.826151	0.122834
21.98494	0.110225
22.059298	0.390713
22.169456	0.329954
22.174888	0.32141
22.159048	0.437062
22.943006	0.076332
22.958964	0.099897
23.233642	0.017482
23.280536	0.024928
24.189157	0.061324
24.303305	0.066544
24.940326	0.072567
25.150003	0.552495
25.222305	0.555272
25.798594	0.248978
25.789136	0.261747
25.812245	0.219758
25.776602	0.267162
26.217293	0.069095
26.538842	0.067677
26.810788	0.32573
26.793864	0.323854
26.782044	0.316395
26.819303	0.273045
27.160461	0.098741
27.184311	0.065074
27.22593	0.095653
27.266067	0.068599
27.492049	0.082067
27.619624	0.044204
27.787276	0.079674
27.797835	0.131887
28.447417	0.357252
28.743948	0.151418
29.175264	0.035782
29.195095	0.248133
29.214978	0.044053
30.227783	0.087998
30.334979	0.09017
30.407069	0.098508
30.527121	0.076859
31.12319	0.084015
31.305469	0.081266
32.13743	0.199661
32.37929	0.093632
32.037515	0.360933
32.040239	0.338138
32.04753	0.381446
32.013279	0.388548
32.324136	0.425931
32.346042	0.396541
32.341636	0.378589
32.326446	0.428446
35.021444	0.309842
35.036717	0.270882
35.032525	0.277382
35.060688	0.322367
35.637986	0.22764
35.626895	0.226893
35.848872	0.194479
35.8947	0.203045
39.291745	0.281187
39.29817	0.259621
39.321577	0.222572
39.325081	0.223847
42.053988	0.405404
42.062982	0.466962
42.129678	0.43451
42.154812	0.427831
44.40422	0.268532
44.410773	0.287734
44.420268	0.287903
44.435976	0.24994
48.971364	0.05657
48.970836	0.055493
48.986877	0.069174
49.003344	0.072782
49.179292	0.184547
49.156488	0.160728
49.207959	0.169456
49.203746	0.16275
46.009784	0.140471
46.007231	0.150256
45.991759	0.15671
45.983141	0.150457
45.478245	0.086343
45.473588	0.068796
45.435092	0.071021
45.42304	0.087217
44.439219	0.156783
44.422654	0.135132
44.416367	0.152654
44.397049	0.150567
43.505166	0.179902
43.493515	0.191324
43.496642	0.189641
43.488333	0.173794
41.617133	0.225552
41.603275	0.225081
41.603182	0.226172
41.593165	0.23558
38.649758	0.105864
38.693368	0.116097
38.687342	0.094171
38.676605	0.098492
38.687685	0.117931
38.640851	0.102943
38.559383	0.078127
38.528254	0.059283
38.255915	0.106895
38.251437	0.098779
38.185999	0.086865
38.159983	0.090914
7.625811	0.107843
7.632632	0.107999
7.633265	0.128068
7.634306	0.105021
7.591229	0.172265
7.586385	0.210092
7.58098	0.20672
7.590438	0.171428
7.605372	0.130216
7.596209	0.126405
7.613678	0.112667
7.615118	0.127147
7.479862	0.137629
7.482095	0.131509
7.485889	0.118741
