Position(THz)	Width(THz)
1.032031	0.026968
1.381592	0.059835
1.43033	0.06273
1.473142	0.047159
1.47297	0.058304
1.339953	0.064078
1.57893	0.041334
1.621615	0.033649
2.147078	0.088463
2.47361	0.043154
2.686631	0.054743
2.910195	0.094479
2.947158	0.099948
3.267587	0.058668
3.276431	0.039466
4.125159	0.098723
4.652814	0.124076
5.264821	0.110405
5.297478	0.103292
5.573186	0.102316
5.91232	0.073353
6.317889	0.098851
6.94416	0.198117
7.197304	0.167847
8.13848	0.1522
8.287735	0.208109
8.195529	0.197477
8.17994	0.144249
8.68873	0.328429
8.88556	0.102129
9.388307	0.068067
9.495299	0.08798
9.512074	0.227358
9.728061	0.133177
9.975306	0.166499
10.092804	0.175857
10.500301	0.139861
10.930622	0.304432
11.29937	0.361089
11.53403	0.161923
11.633916	0.163601
11.594495	0.318429
11.792119	0.229525
11.803903	0.255204
12.374809	0.103812
12.37377	0.131334
12.374278	0.116444
12.385135	0.129373
13.200159	0.251312
13.31977	0.235062
13.388959	0.122296
13.401833	0.255236
13.580138	0.238134
13.783041	0.133773
14.926275	0.925782
15.987799	0.130869
15.989771	0.182133
16.270113	0.385317
16.370659	0.219365
16.488123	0.254408
16.623205	0.245701
16.694652	0.245067
17.013346	0.078493
17.242317	0.119741
17.259456	0.070764
17.356325	0.080886
17.468617	0.103406
17.537633	0.130845
17.742147	0.128527
17.944122	0.118092
18.477487	0.431103
18.690518	0.194527
18.719002	0.396746
18.8922	0.301845
19.103925	0.276516
19.058829	0.36054
19.263165	0.154451
19.537163	0.178772
19.618128	0.20153
19.564758	0.314817
19.926073	0.291428
20.229648	0.285146
20.380717	0.261149
20.337747	0.277234
20.83698	0.133382
21.289267	0.114707
21.900932	0.12942
21.970381	0.111881
22.100543	0.393677
22.137825	0.364206
22.185977	0.362318
22.177911	0.392226
23.135091	0.085633
23.187386	0.170641
23.231194	0.021887
23.325804	0.053237
23.678282	0.164338
23.738265	0.092779
25.371208	0.072861
25.934172	0.097948
25.870095	0.079647
26.033074	0.119232
25.784447	0.251266
25.782299	0.238394
25.782849	0.254014
25.812919	0.28131
26.575685	0.05034
26.723431	0.050889
26.704642	0.084649
26.935353	0.165172
26.815519	0.277364
26.790706	0.304514
26.805262	0.318133
26.957056	0.10649
27.347109	0.088136
27.440401	0.085838
27.694195	0.072488
27.76095	0.070374
28.310632	0.233104
28.587252	0.143737
28.740132	0.158896
29.019737	0.206025
29.178014	0.036539
29.187752	0.043551
30.268114	0.079204
30.35237	0.092089
30.38639	0.107148
30.477232	0.111804
31.185601	0.091811
31.251595	0.087462
32.206577	0.114317
32.305783	0.095894
32.021539	0.351456
32.051284	0.335121
32.044128	0.378283
32.022323	0.373503
32.315057	0.375621
32.353255	0.359012
32.350919	0.39269
32.337192	0.410925
35.013328	0.265631
35.031323	0.265006
35.0445	0.30174
35.041927	0.328698
35.709194	0.228969
35.719542	0.265566
35.789779	0.199665
35.833314	0.188998
39.285083	0.225068
39.294273	0.260954
39.314742	0.23561
39.300998	0.233431
42.072898	0.390341
42.074227	0.4259
42.12129	0.453224
42.111028	0.474967
44.414162	0.279932
44.420791	0.272075
44.41595	0.257049
44.412562	0.297536
48.974194	0.049943
48.977614	0.044883
48.980976	0.064952
48.986321	0.061215
49.172728	0.192782
49.180191	0.191968
49.170479	0.204861
49.201008	0.169979
46.001796	0.144678
46.006699	0.155485
45.988332	0.157361
45.989904	0.174674
45.463369	0.077117
45.458521	0.085524
45.442108	0.097198
45.434305	0.07408
44.427375	0.152387
44.422226	0.140571
44.408661	0.137826
44.406708	0.150695
43.505187	0.192402
43.502084	0.195598
43.484374	0.178434
43.491908	0.198154
41.611273	0.251976
41.61436	0.223116
41.602708	0.225453
41.597951	0.242762
38.693726	0.127098
38.681075	0.079523
38.693951	0.107612
38.687078	0.1001
38.61555	0.085264
38.615962	0.068643
38.586597	0.095462
38.569987	0.076213
38.227721	0.095248
38.228063	0.088891
38.203277	0.093709
38.17804	0.085005
7.641266	0.127934
7.632193	0.130702
7.630196	0.090963
7.637096	0.108894
7.589148	0.193015
7.571122	0.204271
7.59468	0.199944
7.603737	0.206009
7.60947	0.128589
7.605509	0.132322
7.614819	0.11807
7.609707	0.127722
7.477912	0.138663
7.486455	0.119388
7.48564	0.133205
