Position(THz)	Width(THz)
0.3628	0.048398
0.774438	0.045899
0.967521	0.05093
1.329697	0.061057
1.474564	0.05877
1.473433	0.049045
1.473529	0.048499
1.879483	0.026935
2.770855	0.055194
2.89651	0.071946
2.870348	0.081533
2.977629	0.080014
3.087018	0.082071
3.648346	0.07585
3.919629	0.06739
4.941333	0.067532
5.244906	0.144016
5.337978	0.124545
5.675084	0.139459
6.131922	0.092324
6.711544	0.128332
6.810033	0.227552
7.748414	0.096186
7.867499	0.095569
8.040201	0.143735
8.099199	0.135317
8.181658	0.144022
8.756601	0.292855
8.862936	0.182844
9.028606	0.128822
9.387738	0.063167
9.479804	0.178142
9.830772	0.093248
10.000411	0.194977
9.954813	0.221304
10.237551	0.150914
10.469619	0.185152
11.30758	0.2432
11.47038	0.147462
11.612406	0.115198
11.880398	0.239561
12.349493	0.18148
12.373066	0.111956
12.373226	0.096392
12.388268	0.116378
12.401315	0.16209
12.463436	0.270249
12.992144	0.254221
13.105647	0.158209
13.249797	0.224812
13.526174	0.239695
13.872955	0.198613
13.84497	0.302479
14.052464	0.169469
15.822357	0.15886
15.920765	0.34254
16.400897	0.255358
16.729193	0.286547
16.849143	0.17411
16.913602	0.096591
16.937798	0.182083
16.927873	0.223171
17.067617	0.100384
17.346218	0.076851
17.419448	0.074004
17.471861	0.254177
17.710047	0.083985
17.74038	0.070318
17.602609	0.580069
18.074305	0.627844
18.284981	0.064501
18.294946	0.128832
18.848023	0.393463
19.109461	0.309454
19.149701	0.104334
19.314827	0.204661
19.351891	0.265264
19.561414	0.234049
19.554824	0.310709
19.781911	0.417774
20.340066	0.246614
20.384903	0.237007
20.618766	0.130357
20.638121	0.199166
21.805694	0.116452
21.830783	0.124624
21.98102	0.105921
22.065367	0.387046
22.161185	0.34448
22.166557	0.368327
22.165164	0.38051
22.944482	0.076306
22.949475	0.097373
23.234129	0.018085
23.281612	0.025474
24.182848	0.048175
24.29635	0.066944
24.941692	0.086589
25.119248	0.521916
25.227183	0.567881
25.781063	0.256523
25.805162	0.228271
25.80217	0.238655
25.776553	0.273894
26.220864	0.08648
26.531975	0.055195
26.799888	0.293236
26.786483	0.295332
26.796081	0.310716
26.804888	0.247102
27.167467	0.109288
27.183137	0.069222
27.232973	0.104005
27.273859	0.074358
27.499895	0.082893
27.618319	0.061249
27.792622	0.082129
27.796947	0.120793
28.439883	0.318205
28.747934	0.161679
29.175699	0.035546
29.188157	0.245319
29.211269	0.05691
30.22623	0.103852
30.332923	0.089573
30.4023	0.101135
30.531752	0.096706
31.121146	0.085703
31.311979	0.086071
32.117066	0.180182
32.376118	0.125123
32.026993	0.390019
32.021295	0.381048
32.035018	0.38366
32.025803	0.346235
32.330263	0.381135
32.338951	0.371812
32.356423	0.40353
32.32551	0.384703
35.007971	0.255774
35.026698	0.29252
35.038858	0.287883
35.049346	0.319277
35.64034	0.251251
35.632085	0.24964
35.851913	0.208771
35.904918	0.141205
39.292307	0.249269
39.280478	0.241421
39.321926	0.239017
39.317213	0.195411
42.043274	0.338583
42.061733	0.432086
42.118767	0.385997
42.141751	0.447271
44.411612	0.296926
44.400906	0.298214
44.419496	0.286672
44.425739	0.239023
48.971633	0.062865
48.968769	0.064508
48.98838	0.072864
49.007295	0.084079
49.173594	0.173649
49.174984	0.209705
49.196859	0.197017
49.212981	0.165133
46.008106	0.155737
46.016931	0.15463
45.989412	0.171267
45.971313	0.152524
45.479596	0.080842
45.470835	0.075439
45.438176	0.100101
45.424663	0.091364
44.434043	0.152467
44.438966	0.14459
44.416629	0.128293
44.401322	0.147914
43.495493	0.209268
43.486329	0.183661
43.506265	0.200063
43.495406	0.188227
41.620391	0.231186
41.596454	0.185159
41.603298	0.247099
41.591569	0.21272
38.64897	0.089667
38.687044	0.096747
38.68108	0.112177
38.676747	0.092524
38.679033	0.087308
38.640737	0.094119
38.562627	0.075336
38.526369	0.049576
38.266425	0.090418
38.259897	0.117798
38.180712	0.077206
38.164104	0.082651
7.62665	0.11925
7.630463	0.114891
7.630682	0.102595
7.635991	0.114475
7.589057	0.187597
7.590348	0.211222
7.595012	0.197367
7.592734	0.199254
7.611661	0.13911
7.606133	0.14635
7.612155	0.134911
7.611866	0.138538
7.489021	0.133741
7.498044	0.134374
7.485911	0.133173
