Position(THz)	Width(THz)
1.409907	0.084283
1.408783	0.080243
1.472198	0.054406
1.476165	0.05584
1.329092	0.037579
1.328509	0.037391
1.57234	0.034611
1.570265	0.039782
2.541291	0.072057
2.544277	0.065948
2.76976	0.089452
2.768843	0.080066
2.92859	0.080358
2.92718	0.088142
3.603269	0.078063
3.592791	0.067091
5.111403	0.157752
5.106816	0.132295
5.271226	0.108039
5.276365	0.114897
6.115354	0.150188
6.120212	0.152918
7.051093	0.164751
7.046504	0.177842
8.173548	0.174059
8.164221	0.15354
8.478161	0.372532
8.46467	0.368725
8.56702	0.171339
8.563123	0.195306
9.417112	0.058305
9.420012	0.043654
9.834403	0.151704
9.820006	0.164369
9.950332	0.178511
9.938842	0.171062
10.866439	0.180854
10.863383	0.221728
11.361892	0.271146
11.371519	0.234412
11.583267	0.14683
11.58726	0.160768
11.730859	0.2215
11.717911	0.260091
12.373638	0.090607
12.368176	0.138299
12.389397	0.12454
12.377402	0.130141
13.301371	0.234162
13.307697	0.267196
13.420446	0.227926
13.429288	0.241536
13.607365	0.137648
13.585103	0.117428
15.56904	0.289631
15.603113	0.244639
16.145053	0.196241
16.153244	0.196044
16.493297	0.295772
16.488759	0.284054
16.572468	0.231453
16.563751	0.249178
17.095556	0.091247
17.10875	0.086401
17.31632	0.091517
17.316594	0.095947
17.504045	0.100163
17.502123	0.111787
17.809043	0.146631
17.829364	0.133891
18.727755	0.32654
18.70851	0.297164
18.904985	0.223465
18.896312	0.215273
18.891454	0.419233
18.891024	0.438545
19.474462	0.14498
19.475424	0.184219
19.580964	0.303489
19.574484	0.270194
20.110661	0.372026
20.095184	0.38671
20.301678	0.288575
20.315073	0.256679
21.013525	0.105383
21.014245	0.128196
21.931096	0.126334
21.934131	0.130854
22.146307	0.341297
22.118303	0.312909
22.166952	0.345573
22.178878	0.386406
23.222199	0.03655
23.222505	0.032054
23.390544	0.14848
23.403682	0.216788
23.469096	0.150237
23.467586	0.132182
25.623795	0.066453
25.62868	0.065529
25.802675	0.228325
25.817817	0.23002
25.785503	0.19849
25.775996	0.270275
26.250893	0.076876
26.247463	0.076263
26.38376	0.062579
26.3829	0.081631
26.822768	0.126927
26.823384	0.104916
26.824619	0.256123
26.832576	0.320195
26.841192	0.231139
26.814538	0.310174
27.401557	0.087348
27.40202	0.088748
27.725468	0.057796
27.732515	0.064317
28.470758	0.210749
28.471936	0.154086
28.883765	0.186241
28.883754	0.172334
29.180918	0.03698
29.181234	0.034735
30.320125	0.082878
30.313759	0.093435
30.4205	0.115763
30.436429	0.108304
31.218641	0.083284
31.219285	0.086185
32.26071	0.124644
32.248777	0.132753
32.030784	0.34713
32.032443	0.33421
32.052455	0.3357
32.023211	0.395027
32.352801	0.330731
32.342702	0.387209
32.344447	0.369485
32.327363	0.41197
35.041595	0.293257
35.026215	0.309085
35.044362	0.278793
35.031728	0.294018
35.741965	0.254428
35.742793	0.244036
35.770704	0.251474
35.778563	0.243643
39.322173	0.210769
39.300227	0.299094
39.31302	0.217094
39.317999	0.270195
42.102912	0.366801
42.101626	0.457102
42.089473	0.422864
42.093147	0.38518
44.398637	0.268941
44.418863	0.241868
44.392314	0.253543
44.405068	0.24405
48.978704	0.055394
48.977561	0.046392
48.982767	0.066606
48.979699	0.066136
49.19175	0.165618
49.185208	0.178297
49.175762	0.177742
49.194675	0.177113
45.997259	0.163917
46.003611	0.171787
45.994505	0.169418
46.002295	0.167099
45.458	0.087999
45.461486	0.081457
45.450923	0.09664
45.447347	0.096691
44.421098	0.158202
44.422696	0.1617
44.422423	0.123324
44.416167	0.141281
43.499523	0.191397
43.484059	0.206227
43.485143	0.198878
43.504191	0.213064
41.604672	0.215997
41.604408	0.194901
41.599291	0.252884
41.595555	0.261985
38.684995	0.101415
38.684046	0.077722
38.681326	0.109939
38.688407	0.107461
38.607927	0.082628
38.601643	0.098831
38.590271	0.086001
38.586183	0.110721
38.216051	0.085793
38.217539	0.084428
38.200036	0.11174
38.205266	0.095899
7.635247	0.106052
7.629552	0.117642
7.618008	0.112785
7.633676	0.104255
7.588098	0.210231
7.584657	0.249254
7.590944	0.203913
7.594161	0.202727
7.60859	0.117033
7.601959	0.130287
7.610844	0.124337
7.612573	0.122713
7.488189	0.130587
7.485568	0.105115
7.486418	0.144882
