time_ps,kappa_avg
29.61,4.164539591
29.615,4.167720387
29.62,4.166092402
29.625,4.1624467
29.63,4.16459917
29.635,4.167751928
29.64,4.166491469
29.645,4.16558242
29.65,4.166087406
29.655,4.164130105
29.66,4.164017899
29.665,4.16815064
29.67,4.168673806
29.675,4.164821554
29.68,4.16468904
29.685,4.166416576
29.69,4.163753879
29.695,4.161510246
29.7,4.163116051
29.705,4.162515523
29.71,4.159527701
29.715,4.159434346
29.72,4.159257812
29.725,4.156914442
29.73,4.15839442
29.735,4.162176015
29.74,4.160285279
29.745,4.156167387
29.75,4.157153796
29.755,4.158573903
29.76,4.156660595
29.765,4.156438276
29.77,4.157257504
29.775,4.154987385
29.78,4.153998972
29.785,4.156524325
29.79,4.156330491
29.795,4.154371816
29.8,4.156938507
29.805,4.159394145
29.81,4.156276908
29.815,4.154307751
29.82,4.157201969
29.825,4.1587341
29.83,4.158190428
29.835,4.159262417
29.84,4.158962661
29.845,4.156728635
29.85,4.158588592
29.855,4.162521563
29.86,4.161511388
29.865,4.159677775
29.87,4.162162926
29.875,4.163522746
29.88,4.161466588
29.885,4.161897873
29.89,4.164283944
29.895,4.164028153
29.9,4.163943407
29.905,4.164930169
29.91,4.162826704
29.915,4.160969143
29.92,4.16480785
29.925,4.168419029
29.93,4.166251475
29.935,4.164381721
29.94,4.165816791
29.945,4.165864749
29.95,4.165289407
29.955,4.167009573
29.96,4.167282785
29.965,4.165377809
29.97,4.166254643
29.975,4.168159514
29.98,4.166968173
29.985,4.167363826
29.99,4.171525204
29.995,4.172376893
30,4.169127145
30.005,4.168470895
30.01,4.170057971
30.015,4.170042711
30.02,4.1702862
30.025,4.170822212
30.03,4.168202031
30.035,4.166073282
30.04,4.168603554
30.045,4.170243879
30.05,4.168148321
30.055,4.168040814
30.06,4.170482594
30.065,4.169910304
30.07,4.167744268
30.075,4.168034525
30.08,4.168288586
30.085,4.167533729
30.09,4.168054604
30.095,4.167225977
30.1,4.163322306
30.105,4.162360333
30.11,4.166001243
30.115,4.167527442
30.12,4.165723254
30.125,4.165532817
30.13,4.166424187
30.135,4.165989252
30.14,4.166578425
30.145,4.167853862
30.15,4.16679152
30.155,4.165817774
30.16,4.167104585
30.165,4.166679017
30.17,4.16448808
30.175,4.165933898
30.18,4.169510672
30.185,4.169689262
30.19,4.168011034
30.195,4.167757899
30.2,4.167777205
30.205,4.168139055
30.21,4.169949676
30.215,4.170054659
30.22,4.16744944
30.225,4.167062369
30.23,4.169414553
30.235,4.169731966
30.24,4.168858598
30.245,4.170476221
30.25,4.172036158
30.255,4.171162024
30.26,4.170601699
30.265,4.171340939
30.27,4.171846723
30.275,4.173226652
30.28,4.174900383
30.285,4.173011549
30.29,4.169497848
30.295,4.169783366
30.3,4.172295723
30.305,4.172206304
30.31,4.170828317
30.315,4.170608859
30.32,4.17055249
30.325,4.17105334
30.33,4.172802413
30.335,4.173435482
30.34,4.172743564
30.345,4.173607427
30.35,4.174572544
30.355,4.172539213
30.36,4.170569027
30.365,4.172254765
30.37,4.174948332
30.375,4.175678904
30.38,4.175481707
30.385,4.175092496
30.39,4.174937454
30.395,4.176663486
30.4,4.178674088
30.405,4.177681896
30.41,4.175309398
30.415,4.17499549
30.42,4.175175121
30.425,4.17379996
30.43,4.172965916
30.435,4.173550862
30.44,4.173583579
30.445,4.172747947
30.45,4.172166577
30.455,4.171683234
30.46,4.172202669
30.465,4.174479493
30.47,4.175317051
30.475,4.172546255
30.48,4.169576371
30.485,4.169304062
30.49,4.169734593
30.495,4.169176128
30.5,4.168308205
30.505,4.167368825
30.51,4.166531162
30.515,4.166753544
30.52,4.16711728
30.525,4.16645221
30.53,4.166455659
30.535,4.167716557
30.54,4.167471241
30.545,4.165126265
30.55,4.163818676
30.555,4.164682917
30.56,4.165959323
30.565,4.166377024
30.57,4.165452247
30.575,4.163767068
30.58,4.163592406
30.585,4.165434241
30.59,4.166475059
30.595,4.165759259
30.6,4.165526966
30.605,4.166164415
30.61,4.166293812
30.615,4.166126303
30.62,4.166434251
30.625,4.16696828
30.63,4.167372664
30.635,4.166985032
30.64,4.165038605
30.645,4.163196487
30.65,4.164025754
30.655,4.166598928
30.66,4.167807792
30.665,4.167206679
30.67,4.166450253
30.675,4.166229228
30.68,4.16651231
30.685,4.166867495
30.69,4.166490464
30.695,4.165700073
30.7,4.165830688
30.705,4.165937598
30.71,4.164725266
30.715,4.164108998
30.72,4.165319353
30.725,4.166184773
30.73,4.165149235
30.735,4.16350308
30.74,4.162708327
30.745,4.163429471
30.75,4.165559556
30.755,4.166967185
30.76,4.165986387
30.765,4.164814539
30.77,4.165548958
30.775,4.166303885
30.78,4.165606747
30.785,4.164894751
30.79,4.164473643
30.795,4.163492463
30.8,4.162626354
30.805,4.162184559
30.81,4.161352553
30.815,4.161453612
30.82,4.163061243
30.825,4.162999037
30.83,4.160478804
30.835,4.159157498
30.84,4.160184432
30.845,4.160721463
30.85,4.1601658
30.855,4.159637912
30.86,4.158504979
30.865,4.157252422
30.87,4.157639823
30.875,4.158346203
30.88,4.157772995
30.885,4.157930687
30.89,4.159026837
30.895,4.157947313
30.9,4.155552088
30.905,4.155647309
30.91,4.157057897
30.915,4.157002309
30.92,4.156374874
30.925,4.155652594
30.93,4.154461064
30.935,4.155051587
30.94,4.157780604
30.945,4.158503315
30.95,4.156759917
30.955,4.156516741
30.96,4.157527276
30.965,4.15690843
30.97,4.156190079
30.975,4.15729418
30.98,4.158124636
30.985,4.157935817
30.99,4.15823327
30.995,4.157848965
31,4.156848621
31.005,4.15855625
31.01,4.16147388
31.015,4.160645984
31.02,4.15794231
31.025,4.158071499
31.03,4.159390122
31.035,4.159530697
31.04,4.159937325
31.045,4.160136148
31.05,4.158596224
31.055,4.158007594
31.06,4.15929024
31.065,4.159005904
31.07,4.157806057
31.075,4.159228963
31.08,4.160767804
31.085,4.158892624
31.09,4.157301624
31.095,4.15866981
31.1,4.159826413
31.105,4.160000641
31.11,4.160540407
31.115,4.15934834
31.12,4.156675215
31.125,4.156875072
31.13,4.158601655
31.135,4.157169322
31.14,4.155080022
31.145,4.155942032
31.15,4.156503281
31.155,4.155171959
31.16,4.155489273
31.165,4.157097543
31.17,4.157149987
31.175,4.157074428
31.18,4.157077817
31.185,4.154534526
31.19,4.152419303
31.195,4.154741106
31.2,4.156861415
31.205,4.154791357
31.21,4.152973279
31.215,4.153806845
31.22,4.15401967
31.225,4.15403882
31.23,4.155581796
31.235,4.155472646
31.24,4.153812393
31.245,4.154616787
31.25,4.155823601
31.255,4.153950957
31.26,4.153283668
31.265,4.156046916
31.27,4.156301871
31.275,4.153007369
31.28,4.151494544
31.285,4.151926426
31.29,4.151933944
31.295,4.153325944
31.3,4.155088186
31.305,4.153310001
31.31,4.151292691
31.315,4.153473475
31.32,4.155155797
31.325,4.15306778
31.33,4.152403474
31.335,4.153769079
31.34,4.15257971
31.345,4.150644296
31.35,4.151139775
31.355,4.151426924
31.36,4.150974858
31.365,4.152562823
31.37,4.153004138
31.375,4.149794354
31.38,4.149011932
31.385,4.152604173
31.39,4.153995695
31.395,4.152186781
31.4,4.151994238
31.405,4.152557393
31.41,4.152000601
31.415,4.153285364
31.42,4.155604473
31.425,4.155105724
31.43,4.154594442
31.435,4.156705609
31.44,4.156514664
31.445,4.153291196
31.45,4.153409792
31.455,4.156154794
31.46,4.15528321
31.465,4.152498283
31.47,4.151559742
31.475,4.150554803
31.48,4.15031189
31.485,4.15309933
31.49,4.154265603
31.495,4.151157445
31.5,4.150144567
31.505,4.15256196
31.51,4.151943987
31.515,4.149280797
31.52,4.149708448
31.525,4.150501759
31.53,4.14880113
31.535,4.148390551
31.54,4.149414707
31.545,4.14881148
31.55,4.149619716
31.555,4.152638185
31.56,4.151690329
31.565,4.147200101
31.57,4.146801428
31.575,4.149349356
31.58,4.14876593
31.585,4.147365254
31.59,4.147920513
31.595,4.147466128
31.6,4.146540404
31.605,4.148201419
31.61,4.148989641
31.615,4.147073079
31.62,4.147606629
31.625,4.14987161
31.63,4.148083422
31.635,4.145220537
31.64,4.146953213
31.645,4.149335809
31.65,4.148442062
31.655,4.147396039
31.66,4.146687017
31.665,4.144657293
31.67,4.144942816
31.675,4.147991401
31.68,4.147602364
31.685,4.144809938
31.69,4.145905743
31.695,4.148351626
31.7,4.147338473
31.705,4.146601182
31.71,4.148472324
31.715,4.148623249
31.72,4.147246952
31.725,4.147445986
31.73,4.146952652
31.735,4.145588357
31.74,4.148037715
31.745,4.151713585
31.75,4.150136036
31.755,4.147204573
31.76,4.148673801
31.765,4.150544259
31.77,4.149810188
31.775,4.149997269
31.78,4.150626212
31.785,4.149086827
31.79,4.14875427
31.795,4.15049947
31.8,4.149731188
31.805,4.148234413
31.81,4.150746575
31.815,4.152698785
31.82,4.149828161
31.825,4.148018952
31.83,4.150153046
31.835,4.151342035
31.84,4.150809635
31.845,4.150877285
31.85,4.149389845
31.855,4.146974259
31.86,4.148333953
31.865,4.150847527
31.87,4.149229319
31.875,4.147282651
31.88,4.14896891
31.885,4.14944757
31.89,4.147120303
31.895,4.146979111
31.9,4.14860469
31.905,4.148532467
31.91,4.148492912
31.915,4.1489517
31.92,4.147029639
31.925,4.145849626
31.93,4.149135006
31.935,4.151378353
31.94,4.148695016
31.945,4.146655071
31.95,4.147768919
31.955,4.147778773
31.96,4.146995042
31.965,4.147809037
31.97,4.14778141
31.975,4.14672683
31.98,4.14812728
31.985,4.149844835
31.99,4.148414462
31.995,4.148274582
32,4.151556604
32.005,4.152225307
32.01,4.149189839
32.015,4.14824164
32.02,4.149771999
32.025,4.150540706
32.03,4.151592445
32.035,4.152649843
32.04,4.151148783
32.045,4.150227673
32.05,4.153066696
32.055,4.154968141
32.06,4.153328779
32.065,4.153187062
32.07,4.1552822
32.075,4.155025732
32.08,4.153537148
32.085,4.15427723
32.09,4.155231693
32.095,4.155309707
32.1,4.156357656
32.105,4.156100181
32.11,4.153206281
32.115,4.152841524
32.12,4.156352878
32.125,4.157550964
32.13,4.155508125
32.135,4.155034122
32.14,4.15580599
32.145,4.155321667
32.15,4.15516592
32.155,4.15566104
32.16,4.1545605
32.165,4.153544815
32.17,4.154431261
32.175,4.154051062
32.18,4.152077953
32.185,4.153232811
32.19,4.156543123
32.195,4.156551543
32.2,4.154329231
32.205,4.153363381
32.21,4.152725361
32.215,4.152013321
32.22,4.152345037
32.225,4.151267142
32.23,4.147617931
32.235,4.145752796
32.24,4.146512145
32.245,4.145657217
32.25,4.143635869
32.255,4.144032594
32.26,4.144973746
32.265,4.143664671
32.27,4.142215734
32.275,4.14201729
32.28,4.141713761
32.285,4.142074893
32.29,4.143140727
32.295,4.141563385
32.3,4.138139465
32.305,4.137634355
32.31,4.139380186
32.315,4.139269784
32.32,4.138228435
32.325,4.138559133
32.33,4.138741392
32.335,4.138321439
32.34,4.138724074
32.345,4.138866684
32.35,4.138050689
32.355,4.138195206
32.36,4.13849937
32.365,4.13631552
32.37,4.134181225
32.375,4.135480795
32.38,4.137434762
32.385,4.13692469
32.39,4.13563044
32.395,4.135148068
32.4,4.135077779
32.405,4.136167678
32.41,4.137875307
32.415,4.137524981
32.42,4.135798363
32.425,4.135758773
32.43,4.136396204
32.435,4.135331048
32.44,4.134483899
32.445,4.135412788
32.45,4.135715007
32.455,4.134538534
32.46,4.133985373
32.465,4.134508217
32.47,4.135737748
32.475,4.138320357
32.48,4.14045353
32.485,4.139559027
32.49,4.13784307
32.495,4.13847363
32.5,4.139511093
32.505,4.13876251
32.51,4.138228371
32.515,4.138897514
32.52,4.139068264
32.525,4.138907109
32.53,4.139500666
32.535,4.139877294
32.54,4.140149003
32.545,4.141280245
32.55,4.141140676
32.555,4.138497074
32.56,4.136654171
32.565,4.137625889
32.57,4.138513887
32.575,4.13755441
32.58,4.136621945
32.585,4.136295081
32.59,4.136027875
32.595,4.136339285
32.6,4.136610111
32.605,4.135309005
32.61,4.133759774
32.615,4.133652652
32.62,4.133136399
32.625,4.131414539
32.63,4.131207576
32.635,4.133035685
32.64,4.133901267
32.645,4.132823267
32.65,4.131449235
32.655,4.130705299
32.66,4.130964425
32.665,4.132310714
32.67,4.132818468
32.675,4.13111173
32.68,4.129789771
32.685,4.130761736
32.69,4.131692846
32.695,4.131379344
32.7,4.131683526
32.705,4.132724721
32.71,4.132840805
32.715,4.132391728
32.72,4.132634029
32.725,4.13343581
32.73,4.134885721
32.735,4.136655362
32.74,4.136455489
32.745,4.134094724
32.75,4.133168117
32.755,4.134822688
32.76,4.135896553
32.765,4.13508111
32.77,4.134449219
32.775,4.134741429
32.78,4.135300681
32.785,4.136269596
32.79,4.137383727
32.795,4.137952179
32.8,4.138898831
32.805,4.140550108
32.81,4.14064935
32.815,4.139337265
32.82,4.139990832
32.825,4.142709511
32.83,4.143920687
32.835,4.142777129
32.84,4.141446052
32.845,4.141101364
32.85,4.142073217
32.855,4.143993974
32.86,4.14467543
32.865,4.14328184
32.87,4.142461919
32.875,4.14329432
32.88,4.143158279
32.885,4.141595005
32.89,4.141248408
32.895,4.142089554
32.9,4.14183968
32.905,4.140729029
32.91,4.140199879
32.915,4.140594241
32.92,4.142162211
32.925,4.144234765
32.93,4.144242375
32.935,4.142039182
32.94,4.141335933
32.945,4.142754432
32.95,4.142934252
32.955,4.141396462
32.96,4.140504205
32.965,4.140338529
32.97,4.14002675
32.975,4.140107094
32.98,4.140198097
32.985,4.139719033
32.99,4.139857689
32.995,4.140580269
33,4.139315016
33.005,4.136826618
33.01,4.137077584
33.015,4.139378071
33.02,4.139916059
33.025,4.138538964
33.03,4.137273184
33.035,4.136408308
33.04,4.136444937
33.045,4.137373278
33.05,4.136879319
33.055,4.1350414
33.06,4.134915738
33.065,4.136354674
33.07,4.135982962
33.075,4.134311568
33.08,4.134261044
33.085,4.134772634
33.09,4.133650325
33.095,4.131697548
33.1,4.130118885
33.105,4.129289026
33.11,4.130538055
33.115,4.133042608
33.12,4.133165337
33.125,4.131261077
33.13,4.131430336
33.135,4.133209136
33.14,4.133149506
33.145,4.131953094
33.15,4.131530252
33.155,4.130897637
33.16,4.129855208
33.165,4.129675206
33.17,4.129484189
33.175,4.128943624
33.18,4.130186069
33.185,4.131855928
33.19,4.13059325
33.195,4.128631275
33.2,4.129879996
33.205,4.132307033
33.21,4.132383265
33.215,4.131358706
33.22,4.130603092
33.225,4.129721329
33.23,4.130086786
33.235,4.131584574
33.24,4.131386758
33.245,4.130306159
33.25,4.131691188
33.255,4.133835097
33.26,4.133555659
33.265,4.133170384
33.27,4.135072562
33.275,4.136768889
33.28,4.13672606
33.285,4.136312801
33.29,4.135479255
33.295,4.134751993
33.3,4.136319331
33.305,4.138413792
33.31,4.137182775
33.315,4.13506734
33.32,4.135895288
33.325,4.13701571
33.33,4.136115903
33.335,4.135753247
33.34,4.136423507
33.345,4.135880087
33.35,4.135107075
33.355,4.135056461
33.36,4.133894402
33.365,4.13293438
33.37,4.134564149
33.375,4.135452294
33.38,4.132748717
33.385,4.130727602
33.39,4.132071454
33.395,4.133206789
33.4,4.132839578
33.405,4.132912453
33.41,4.132756784
33.415,4.131851754
33.42,4.132487433
33.425,4.133476753
33.43,4.13199788
33.435,4.130981392
33.44,4.132856495
33.445,4.133386248
33.45,4.131114772
33.455,4.131012291
33.46,4.133512219
33.465,4.134746632
33.47,4.134784162
33.475,4.134594642
33.48,4.132876169
33.485,4.13158319
33.49,4.133468035
33.495,4.134628634
33.5,4.132314145
33.505,4.131438529
33.51,4.133784331
33.515,4.134750706
33.52,4.134055751
33.525,4.135087362
33.53,4.136200479
33.535,4.135740145
33.54,4.136028761
33.545,4.13614539
33.55,4.134228702
33.555,4.134130693
33.56,4.137350139
33.565,4.137990401
33.57,4.13517082
33.575,4.134861113
33.58,4.136828519
33.585,4.136715712
33.59,4.136145285
33.595,4.136743106
33.6,4.135938423
33.605,4.135092804
33.61,4.13680542
33.615,4.137316866
33.62,4.134964703
33.625,4.135178421
33.63,4.137742513
33.635,4.136459732
33.64,4.133141068
33.645,4.133505024
33.65,4.135290383
33.655,4.135413985
33.66,4.136136595
33.665,4.136237467
33.67,4.133687846
33.675,4.133175125
33.68,4.135900271
33.685,4.135359691
33.69,4.131803386
33.695,4.13175373
33.7,4.133254463
33.705,4.131298777
33.71,4.129327694
33.715,4.130211052
33.72,4.130161653
33.725,4.12928298
33.73,4.130159459
33.735,4.129305054
33.74,4.126236021
33.745,4.127342635
33.75,4.131034811
33.755,4.129598836
33.76,4.125886663
33.765,4.126314254
33.77,4.127475905
33.775,4.126409664
33.78,4.126677256
33.785,4.127291903
33.79,4.125646305
33.795,4.125907392
33.8,4.128810105
33.805,4.127931751
33.81,4.12475935
33.815,4.126281952
33.82,4.128841541
33.825,4.126539977
33.83,4.124303819
33.835,4.125742089
33.84,4.126386836
33.845,4.126112124
33.85,4.127605231
33.855,4.127094057
33.86,4.124077231
33.865,4.125186468
33.87,4.128455599
33.875,4.126605961
33.88,4.123957698
33.885,4.12637619
33.89,4.127971552
33.895,4.125451981
33.9,4.124590877
33.905,4.125642382
33.91,4.124972227
33.915,4.125716062
33.92,4.128077878
33.925,4.126086657
33.93,4.12290497
33.935,4.125916552
33.94,4.129502964
33.945,4.126822735
33.95,4.124205256
33.955,4.12543435
33.96,4.125071486
33.965,4.123534219
33.97,4.124461952
33.975,4.12408562
33.98,4.121660429
33.985,4.123171562
33.99,4.126130476
33.995,4.124088345
34,4.122669565
34.005,4.127042061
34.01,4.129471236
34.015,4.126620919
34.02,4.125469375
34.025,4.126411961
34.03,4.125491808
34.035,4.125958801
34.04,4.128189354
34.045,4.126396446
34.05,4.124136998
34.055,4.127796034
34.06,4.130848953
34.065,4.128044644
34.07,4.126880076
34.075,4.129754942
34.08,4.129380186
34.085,4.126485384
34.09,4.126121784
34.095,4.125166635
34.1,4.123048357
34.105,4.124929526
34.11,4.12690548
34.115,4.123278437
34.12,4.121270734
34.125,4.125670172
34.13,4.127935764
34.135,4.125654917
34.14,4.1261271
34.145,4.128273053
34.15,4.127444343
34.155,4.127491946
34.16,4.129113519
34.165,4.126949767
34.17,4.124705933
34.175,4.127582889
34.18,4.128422034
34.185,4.123895299
34.19,4.123157851
34.195,4.127282099
34.2,4.127864544
34.205,4.126049814
34.21,4.126933194
34.215,4.127073887
34.22,4.126076468
34.225,4.128624696
34.23,4.130310611
34.235,4.12646482
34.24,4.124727422
34.245,4.128425711
34.25,4.129172713
34.255,4.126578446
34.26,4.128019116
34.265,4.130665827
34.27,4.129636379
34.275,4.129658665
34.28,4.13140714
34.285,4.129945023
34.29,4.128993927
34.295,4.132368778
34.3,4.132666211
34.305,4.128110317
34.31,4.12814158
34.315,4.132091484
34.32,4.131608811
34.325,4.129693833
34.33,4.131280383
34.335,4.131789923
34.34,4.130827259
34.345,4.133000146
34.35,4.134028202
34.355,4.130700504
34.36,4.130547839
34.365,4.134014762
34.37,4.132097435
34.375,4.127347041
34.38,4.128090964
34.385,4.129955785
34.39,4.127856371
34.395,4.126858076
34.4,4.12719848
34.405,4.124585122
34.41,4.123822885
34.415,4.12747772
34.42,4.127425722
34.425,4.123383256
34.43,4.124098047
34.435,4.126800157
34.44,4.124110222
34.445,4.121514731
34.45,4.123314716
34.455,4.123226421
34.46,4.121117593
34.465,4.121881952
34.47,4.121675605
34.475,4.118607749
34.48,4.120020155
34.485,4.124284759
34.49,4.122276045
34.495,4.118162549
34.5,4.119656002
34.505,4.121142395
34.51,4.118760406
34.515,4.118635259
34.52,4.120210388
34.525,4.118646797
34.53,4.118525993
34.535,4.121932099
34.54,4.121554579
34.545,4.1189609
34.55,4.121865328
34.555,4.125032008
34.56,4.122052372
34.565,4.120176377
34.57,4.122976535
34.575,4.12326548
34.58,4.121457111
34.585,4.122524235
34.59,4.122120329
34.595,4.11912324
34.6,4.120804315
34.605,4.124597995
34.61,4.122766175
34.615,4.121156457
34.62,4.125440424
34.625,4.127448376
34.63,4.12458953
34.635,4.124637916
34.64,4.126313512
34.645,4.124422048
34.65,4.123657026
34.655,4.125225151
34.66,4.1226428
34.665,4.119864372
34.67,4.12391905
34.675,4.127164244
34.68,4.123810076
34.685,4.12239163
34.69,4.125146001
34.695,4.124434924
34.7,4.122297773
34.705,4.123768495
34.71,4.123520512
34.715,4.120569885
34.72,4.121686416
34.725,4.123553673
34.73,4.120248827
34.735,4.119044753
34.74,4.123670428
34.745,4.124590659
34.75,4.120963505
34.755,4.121416096
34.76,4.123381149
34.765,4.121572377
34.77,4.121073664
34.775,4.12228626
34.78,4.119084543
34.785,4.116119279
34.79,4.119192819
34.795,4.120248323
34.8,4.115900193
34.805,4.115744083
34.81,4.119488995
34.815,4.118447689
34.82,4.116237957
34.825,4.118199023
34.83,4.118522611
34.835,4.116305419
34.84,4.117570092
34.845,4.118075631
34.85,4.113514007
34.855,4.112465362
34.86,4.117043458
34.865,4.117111352
34.87,4.113714187
34.875,4.115581263
34.88,4.11830578
34.885,4.116482243
34.89,4.116159463
34.895,4.117958793
34.9,4.115898667
34.905,4.114601115
34.91,4.118223057
34.915,4.118472273
34.92,4.114394842
34.925,4.115758911
34.93,4.12002745
34.935,4.118247412
34.94,4.1155944
34.945,4.1176614
34.95,4.118170767
34.955,4.11671964
34.96,4.118853919
34.965,4.119631799
34.97,4.115538041
34.975,4.115243368
34.98,4.119079825
34.985,4.117366559
34.99,4.113593902
34.995,4.115935982
35,4.118365799
35.005,4.116177344
35.01,4.116433372
35.015,4.11934978
35.02,4.118656761
35.025,4.118270554
35.03,4.121067335
35.035,4.119205489
35.04,4.113972931
35.045,4.115343252
35.05,4.118908636
35.055,4.11654951
35.06,4.114754595
35.065,4.117892578
35.07,4.11884212
35.075,4.117736363
35.08,4.120106356
35.085,4.121091981
35.09,4.118130379
35.095,4.118905897
35.1,4.122057221
35.105,4.119113219
35.11,4.115384243
35.115,4.118034007
35.12,4.119592918
35.125,4.116212103
35.13,4.115522776
35.135,4.117005214
35.14,4.11517577
35.145,4.114563112
35.15,4.117130072
35.155,4.115725098
35.16,4.112405604
35.165,4.114806561
35.17,4.116849375
35.175,4.112562918
35.18,4.110283098
35.185,4.112897013
35.19,4.112399711
35.195,4.109962256
35.2,4.111304386
35.205,4.111986637
35.21,4.110373018
35.215,4.112784126
35.22,4.115692517
35.225,4.11208606
35.23,4.109247509
35.235,4.112816524
35.24,4.114057142
35.245,4.110466575
35.25,4.110226319
35.255,4.111778648
35.26,4.10985426
35.265,4.109506785
35.27,4.11162783
35.275,4.109821171
35.28,4.107659461
35.285,4.111008485
35.29,4.112720198
35.295,4.108618594
35.3,4.107573796
35.305,4.110869687
35.31,4.11016537
35.315,4.107628468
35.32,4.108666973
35.325,4.108635604
35.33,4.106647066
35.335,4.10857442
35.34,4.11048622
35.345,4.106967074
35.35,4.105681347
35.355,4.109896752
35.36,4.110357672
35.365,4.106881965
35.37,4.107497331
35.375,4.109125594
35.38,4.107079503
35.385,4.106643881
35.39,4.108559947
35.395,4.107103193
35.4,4.106310763
35.405,4.110371633
35.41,4.111243853
35.415,4.107075793
35.42,4.107043331
35.425,4.110078257
35.43,4.108279522
35.435,4.105573077
35.44,4.106617854
35.445,4.106016114
35.45,4.103744559
35.455,4.105333748
35.46,4.106366626
35.465,4.103287754
35.47,4.103747989
35.475,4.108094606
35.48,4.107108379
35.485,4.103236434
35.49,4.104679087
35.495,4.107003189
35.5,4.10555483
35.505,4.105407416
35.51,4.106224009
35.515,4.103357683
35.52,4.101699022
35.525,4.104562528
35.53,4.104191617
35.535,4.100042388
35.54,4.100701444
35.545,4.103412005
35.55,4.101380393
35.555,4.099904674
35.56,4.102355888
35.565,4.102584454
35.57,4.100877446
35.575,4.102030092
35.58,4.10172631
35.585,4.097845364
35.59,4.097882465
35.595,4.101026801
35.6,4.099074807
35.605,4.095871577
35.61,4.097983481
35.615,4.099847466
35.62,4.098118561
35.625,4.0985395
35.63,4.099955181
35.635,4.097737646
35.64,4.096970641
35.645,4.099413553
35.65,4.098254504
35.655,4.095197745
35.66,4.097401679
35.665,4.100151605
35.67,4.097684662
35.675,4.096569299
35.68,4.099415183
35.685,4.099899369
35.69,4.099244259
35.695,4.101373039
35.7,4.101324464
35.705,4.098261449
35.71,4.09933418
35.715,4.10229084
35.72,4.100087651
35.725,4.09788434
35.73,4.1005022
35.735,4.101287731
35.74,4.09876864
35.745,4.09908031
35.75,4.100148084
35.755,4.097981603
35.76,4.097518843
35.765,4.099407475
35.77,4.097404595
35.775,4.09472425
35.78,4.097432225
35.785,4.099557771
35.79,4.097155427
35.795,4.096850406
35.8,4.09940664
35.805,4.099042052
35.81,4.098349078
35.815,4.100589553
35.82,4.100156654
35.825,4.097069781
35.83,4.097611704
35.835,4.098874864
35.84,4.096109157
35.845,4.09510072
35.85,4.098268606
35.855,4.098488986
35.86,4.09585882
35.865,4.096520802
35.87,4.097549803
35.875,4.095865738
35.88,4.096400474
35.885,4.098327379
35.89,4.096298406
35.895,4.094329663
35.9,4.096805529
35.905,4.097286052
35.91,4.093871018
35.915,4.093602719
35.92,4.095354364
35.925,4.093831362
35.93,4.093044629
35.935,4.095349612
35.94,4.095253154
35.945,4.093764056
35.95,4.096015901
35.955,4.097303446
35.96,4.093971299
35.965,4.09297937
35.97,4.095295136
35.975,4.09394153
35.98,4.091030147
35.985,4.091958466
35.99,4.092357792
35.995,4.090299587
36,4.091542427
36.005,4.094208048
36.01,4.092624261
36.015,4.091300548
36.02,4.093474064
36.025,4.09311805
36.03,4.090598624
36.035,4.09217397
36.04,4.094512589
36.045,4.092485308
36.05,4.091317484
36.055,4.092777552
36.06,4.091471537
36.065,4.089625831
36.07,4.091750719
36.075,4.09272828
36.08,4.090080542
36.085,4.090501741
36.09,4.093416584
36.095,4.092470362
36.1,4.091171638
36.105,4.093419145
36.11,4.093528648
36.115,4.091008715
36.12,4.091812997
36.125,4.093428708
36.13,4.09159563
36.135,4.091384223
36.14,4.093973989
36.145,4.092937665
36.15,4.090448559
36.155,4.092384974
36.16,4.094007628
36.165,4.091797397
36.17,4.091550783
36.175,4.093213718
36.18,4.091351825
36.185,4.089716627
36.19,4.092292318
36.195,4.092887632
36.2,4.090514158
36.205,4.091519889
36.21,4.093566848
36.215,4.091662701
36.22,4.090773536
36.225,4.09347204
36.23,4.093279142
36.235,4.090746077
36.24,4.091737626
36.245,4.092694319
36.25,4.09031767
36.255,4.09063842
36.26,4.093480561
36.265,4.092384261
36.27,4.090590474
36.275,4.092860537
36.28,4.093780008
36.285,4.091608601
36.29,4.092648497
36.295,4.094840471
36.3,4.092615497
36.305,4.090654309
36.31,4.092129812
36.315,4.091307016
36.32,4.08886519
36.325,4.090562163
36.33,4.092153236
36.335,4.089594451
36.34,4.089326125
36.345,4.092365831
36.35,4.092136576
36.355,4.090672141
36.36,4.092542786
36.365,4.092645052
36.37,4.089278973
36.375,4.089386585
36.38,4.091535037
36.385,4.089980311
36.39,4.088960743
36.395,4.091455043
36.4,4.091290625
36.405,4.089067849
36.41,4.091193426
36.415,4.093744857
36.42,4.0918106
36.425,4.091111544
36.43,4.093223097
36.435,4.09175171
36.44,4.089188106
36.445,4.091152197
36.45,4.092538142
36.455,4.090174702
36.46,4.090522282
36.465,4.093010777
36.47,4.09158771
36.475,4.090584334
36.48,4.093765255
36.485,4.094377828
36.49,4.091559286
36.495,4.092024694
36.5,4.093213152
36.505,4.090676939
36.51,4.089936105
36.515,4.092864691
36.52,4.092640684
36.525,4.090892373
36.53,4.093689372
36.535,4.096030054
36.54,4.094306307
36.545,4.094982914
36.55,4.097699769
36.555,4.095613467
36.56,4.092420953
36.565,4.093423993
36.57,4.093267635
36.575,4.090770299
36.58,4.092310961
36.585,4.09490512
36.59,4.092999287
36.595,4.09211707
36.6,4.095411418
36.605,4.095781957
