time_ps,kappa1,kappa2,kappa3,kappa4,kappa5,kappa6,kappa7,kappa8,kappa9,kappa10,kappa11,kappa12,kappa13,kappa14,kappa15,kappa16,kappa17,kappa18,kappa19,kappa20,kappa21,kappa22,kappa23,kappa24,kappa25,kappa26,kappa27,kappa28,kappa29,kappa30,kappa31,kappa32,kappa33,kappa34,kappa35,kappa36,kappa37,kappa38,kappa39,kappa40,kappa41,kappa42,kappa43,kappa44,kappa45,kappa46,kappa47,kappa48,kappa49,kappa50
55.96,2.809845,4.7481,3.648099,5.324138,2.985446,5.774229,2.302168,5.008922,6.285669,1.676117,5.046447,3.522378,9.464364,3.414401,4.515058,2.990396,6.958756,8.074852,7.0005,5.804788,4.183556,5.903113,5.497288,4.467048,4.80516,2.94689,5.786357,4.619735,3.187671,4.111654,5.725415,0.525107,2.712362,4.062075,2.512131,4.978172,8.453246,5.402856,5.107249,2.94689,2.417453,1.209062,2.038865,2.678079,4.74846,1.513079,2.302168,2.578772,1.252676,4.33278
55.965,2.777106,4.755004,3.666553,5.328453,2.970306,5.793457,2.314711,5.030895,6.270522,1.661954,5.051591,3.542739,9.488879,3.432991,4.517507,2.994759,6.961509,8.09986,7.024044,5.783205,4.185547,5.877721,5.504365,4.47913,4.800138,2.943079,5.779438,4.618802,3.20677,4.125173,5.731055,0.543301,2.742785,4.05997,2.501221,4.981169,8.462462,5.418254,5.104963,2.943079,2.398445,1.203158,2.033686,2.676812,4.779968,1.511735,2.314711,2.587355,1.242527,4.329585
55.97,2.782573,4.762181,3.661479,5.31704,2.952257,5.796393,2.316957,5.053945,6.25825,1.678816,5.054261,3.541543,9.507653,3.426921,4.509003,2.990703,6.951969,8.096953,6.995357,5.789608,4.183578,5.895306,5.499845,4.482369,4.806198,2.931355,5.781128,4.602236,3.200947,4.114327,5.732498,0.538431,2.731098,4.044477,2.530813,4.983881,8.475616,5.415987,5.110176,2.931355,2.401631,1.188195,2.034943,2.679806,4.784861,1.490993,2.316957,2.580715,1.245206,4.314574
55.975,2.797528,4.771231,3.648696,5.301768,2.978003,5.794485,2.302213,5.024872,6.277409,1.681403,5.049027,3.526411,9.478691,3.407814,4.509697,2.974241,6.945383,8.068761,6.98571,5.801079,4.193271,5.903231,5.4761,4.490359,4.812473,2.942246,5.800003,4.596994,3.17915,4.109264,5.7197,0.514217,2.699599,4.042584,2.54017,4.980558,8.47777,5.406374,5.118068,2.942246,2.420559,1.188684,2.038766,2.677509,4.765317,1.487319,2.302213,2.553475,1.26157,4.313217
55.98,2.773787,4.773831,3.653674,5.29997,2.988272,5.791693,2.301354,5.008988,6.287444,1.671659,5.047808,3.538229,9.468329,3.412409,4.527081,2.980129,6.946505,8.083194,7.001247,5.787081,4.190225,5.879484,5.482254,4.506189,4.795341,2.955116,5.80634,4.604445,3.193736,4.120356,5.707949,0.517098,2.711528,4.06026,2.519271,4.993399,8.474818,5.407366,5.13126,2.955116,2.397497,1.195128,2.018506,2.67102,4.778043,1.496073,2.301354,2.555184,1.246438,4.323494
55.985,2.772895,4.761929,3.659783,5.314614,2.960707,5.786001,2.321595,5.038282,6.265214,1.689713,5.058898,3.54974,9.488745,3.429036,4.52514,3.004377,6.942823,8.113898,7.000692,5.777698,4.178276,5.883651,5.513328,4.506035,4.783356,2.940023,5.791339,4.61179,3.209732,4.112572,5.708531,0.53246,2.727378,4.061469,2.522168,5.004649,8.485136,5.401109,5.132444,2.940023,2.379372,1.192793,2.007099,2.672753,4.793932,1.483588,2.321595,2.570567,1.224736,4.320547
55.99,2.805639,4.75961,3.656696,5.324509,2.962107,5.789332,2.32388,5.038807,6.260219,1.701284,5.064535,3.534298,9.487396,3.43152,4.501411,3.00723,6.937667,8.093356,7.00788,5.788571,4.188695,5.899371,5.512662,4.498271,4.799093,2.925361,5.783639,4.617306,3.188682,4.095479,5.709538,0.522828,2.711333,4.041556,2.539223,4.98409,8.50112,5.387664,5.116666,2.925361,2.406382,1.193477,2.029969,2.677724,4.772737,1.467086,2.32388,2.556232,1.248524,4.313216
55.995,2.797869,4.77485,3.656349,5.315533,2.987996,5.797641,2.304429,5.008914,6.282499,1.676546,5.051944,3.529972,9.486535,3.427622,4.502547,2.994941,6.942311,8.061476,7.025533,5.790436,4.200936,5.880176,5.492327,4.507178,4.80586,2.931162,5.788989,4.615193,3.182877,4.100373,5.69934,0.514304,2.713899,4.035187,2.536058,4.970206,8.503601,5.394875,5.114217,2.931162,2.406624,1.198235,2.035105,2.670154,4.762874,1.471619,2.304429,2.5458,1.272884,4.317856
56,2.775756,4.773786,3.653125,5.306808,2.983948,5.792499,2.299872,5.016902,6.284568,1.670747,5.037218,3.540652,9.50758,3.423689,4.526179,2.994617,6.944478,8.070563,7.009182,5.786075,4.184932,5.877207,5.497209,4.51238,4.789387,2.930802,5.793026,4.603865,3.206741,4.10455,5.686067,0.526786,2.733768,4.042003,2.535044,4.993565,8.496019,5.408816,5.127752,2.930802,2.373852,1.194769,2.00852,2.659403,4.779479,1.476747,2.299872,2.563161,1.252428,4.318627
56.005,2.798174,4.754622,3.641889,5.318246,2.980783,5.785845,2.310706,5.037949,6.266749,1.698818,5.035387,3.531667,9.495864,3.416686,4.527806,2.997224,6.937508,8.083012,6.993567,5.793255,4.170407,5.906343,5.508533,4.498557,4.785044,2.921996,5.800232,4.60471,3.201234,4.096457,5.684358,0.529918,2.716495,4.036907,2.54115,5.005648,8.490047,5.401636,5.121478,2.921996,2.387511,1.193896,2.008805,2.664147,4.772115,1.473324,2.310706,2.56521,1.239091,4.310939
56.01,2.805687,4.754446,3.641634,5.33429,3.003712,5.79417,2.311282,5.029948,6.260197,1.705799,5.038697,3.524598,9.466835,3.419419,4.513449,2.99424,6.936162,8.078169,7.02448,5.791912,4.178501,5.895747,5.507095,4.493648,4.795058,2.927159,5.813207,4.620026,3.1801,4.107688,5.693554,0.523879,2.694153,4.03023,2.526943,4.985184,8.487184,5.396376,5.098771,2.927159,2.418814,1.203191,2.034559,2.672302,4.757991,1.477207,2.311282,2.55257,1.258076,4.313342
56.015,2.771954,4.769482,3.648417,5.33154,2.999865,5.797137,2.305325,5.032901,6.256091,1.698229,5.037603,3.542478,9.492046,3.43226,4.511694,2.99934,6.942675,8.083246,7.033868,5.784405,4.179735,5.862073,5.515141,4.503079,4.794011,2.932786,5.818071,4.619356,3.189409,4.124909,5.699885,0.531117,2.709957,4.034688,2.520943,4.977249,8.491016,5.407539,5.09669,2.932786,2.400308,1.20166,2.034082,2.666051,4.776345,1.476401,2.305325,2.564012,1.26276,4.320346
56.02,2.776508,4.766118,3.637214,5.319925,2.977953,5.782277,2.303229,5.047695,6.251513,1.710833,5.031315,3.542237,9.525084,3.429353,4.51473,2.999954,6.946272,8.079263,6.986641,5.803234,4.173188,5.881406,5.520536,4.498916,4.793151,2.926998,5.818386,4.601599,3.193316,4.110084,5.691815,0.529849,2.716444,4.034737,2.548811,4.989397,8.499594,5.408351,5.108601,2.926998,2.384061,1.189944,2.021009,2.653071,4.783844,1.464815,2.303229,2.573091,1.251011,4.315542
56.025,2.809637,4.751516,3.624383,5.320742,2.995549,5.776711,2.299775,5.03011,6.264037,1.709493,5.020117,3.518687,9.497392,3.414741,4.517652,2.979555,6.949595,8.055152,6.971284,5.825107,4.18144,5.91053,5.501903,4.488686,4.79975,2.93294,5.826458,4.596855,3.173713,4.094912,5.67629,0.514101,2.702811,4.032117,2.556368,4.993658,8.500217,5.39974,5.109268,2.93294,2.405171,1.19274,2.024607,2.6451,4.766337,1.472495,2.299775,2.552551,1.249543,4.31216
56.03,2.793727,4.747838,3.636002,5.331728,3.011037,5.78932,2.303215,5.02363,6.268102,1.685699,5.014552,3.525294,9.471062,3.419505,4.528904,2.966221,6.953839,8.059527,7.007397,5.810158,4.187232,5.891179,5.495229,4.495471,4.793332,2.943228,5.829946,4.603392,3.178577,4.110648,5.673552,0.523362,2.718734,4.038496,2.527637,4.997904,8.495828,5.405906,5.104909,2.943228,2.404562,1.201039,2.023515,2.644884,4.78028,1.494536,2.303215,2.545025,1.23877,4.316488
56.035,2.766242,4.752138,3.64753,5.336159,2.978417,5.79755,2.315271,5.066526,6.24234,1.693098,5.022768,3.548157,9.488268,3.432242,4.529073,2.974968,6.94523,8.084451,7.012095,5.793618,4.178528,5.879881,5.514356,4.503327,4.786846,2.930157,5.823452,4.598903,3.192074,4.118571,5.688066,0.54484,2.73352,4.034532,2.527965,5.007265,8.502053,5.41176,5.102809,2.930157,2.38927,1.194495,2.018998,2.654312,4.813024,1.48945,2.315271,2.555956,1.223865,4.310716
56.04,2.776459,4.762574,3.636445,5.325766,2.962046,5.795712,2.309793,5.081771,6.233421,1.721142,5.031749,3.542282,9.488186,3.421792,4.511632,2.976658,6.928547,8.066404,6.987362,5.810753,4.182306,5.894904,5.514206,4.503543,4.80279,2.917362,5.827302,4.589926,3.168518,4.103733,5.698445,0.530055,2.700283,4.019741,2.558648,5.000605,8.512492,5.399052,5.098327,2.917362,2.409606,1.188424,2.033248,2.66626,4.805679,1.469136,2.309793,2.542604,1.243636,4.301323
56.045,2.771238,4.777183,3.626915,5.30852,2.986897,5.791073,2.287049,5.044879,6.260623,1.718418,5.030199,3.534149,9.470166,3.405312,4.51365,2.969466,6.924877,8.034362,6.985517,5.826778,4.194325,5.881084,5.49853,4.514913,4.811225,2.9297,5.840118,4.590456,3.152949,4.100951,5.68998,0.505618,2.680007,4.027296,2.561638,4.997149,8.511006,5.392301,5.102514,2.9297,2.416407,1.19785,2.033158,2.66151,4.790456,1.472343,2.287049,2.524926,1.262404,4.309816
56.05,2.75109,4.772692,3.63165,5.302903,2.98559,5.782235,2.285037,5.039318,6.270121,1.711236,5.029958,3.547759,9.484532,3.407887,4.537217,2.981293,6.930712,8.050831,6.985857,5.823831,4.186864,5.865503,5.512991,4.52533,4.793476,2.934802,5.83645,4.59392,3.177895,4.101496,5.676542,0.515503,2.706556,4.049347,2.549108,5.022255,8.506032,5.39719,5.115446,2.934802,2.382445,1.206459,2.001033,2.648598,4.807351,1.48043,2.285037,2.539749,1.233424,4.322252
56.055,2.777871,4.751535,3.635094,5.316144,2.966784,5.780264,2.303063,5.065724,6.250135,1.728114,5.037957,3.546454,9.497943,3.413659,4.535903,2.997372,6.929284,8.071858,6.981556,5.830024,4.178921,5.890253,5.53358,4.513737,4.787536,2.918962,5.822152,4.600312,3.18327,4.083859,5.673526,0.527238,2.714255,4.046731,2.554364,5.036346,8.508747,5.388032,5.108454,2.918962,2.383356,1.20785,1.993318,2.652698,4.810636,1.470209,2.303063,2.549463,1.210209,4.319918
56.06,2.808032,4.751231,3.637673,5.326656,2.985757,5.796469,2.302562,5.057978,6.246764,1.727785,5.038245,3.531543,9.486233,3.411425,4.516027,2.989614,6.924782,8.051925,7.005981,5.839436,4.189829,5.896029,5.51967,4.505729,4.801768,2.915364,5.822026,4.610075,3.158091,4.079903,5.676332,0.518993,2.695246,4.03175,2.554364,5.015515,8.50955,5.375567,5.085794,2.915364,2.418226,1.21118,2.018238,2.666017,4.791161,1.465301,2.302562,2.533299,1.233024,4.318534
56.065,2.786638,4.767169,3.641067,5.316623,3.003112,5.80765,2.286631,5.045318,6.258195,1.710582,5.025603,3.540927,9.50177,3.410595,4.521426,2.978406,6.924309,8.035888,7.016441,5.835491,4.18986,5.868821,5.505696,4.516144,4.798822,2.926798,5.83105,4.604822,3.159889,4.095471,5.673492,0.520948,2.698216,4.035565,2.548528,5.009086,8.50174,5.380826,5.085394,2.926798,2.407488,1.208262,2.01626,2.666265,4.79916,1.470621,2.286631,2.535353,1.244032,4.32459
56.07,2.782088,4.760877,3.629584,5.305227,2.988619,5.79418,2.284647,5.062497,6.255324,1.725811,5.015164,3.550547,9.527966,3.40437,4.539826,2.980043,6.919435,8.041027,6.974338,5.843043,4.170488,5.881572,5.514417,4.513854,4.7853,2.930251,5.836792,4.587161,3.170025,4.090482,5.665608,0.528223,2.696973,4.045216,2.563235,5.031482,8.494774,5.378709,5.100197,2.930251,2.38157,1.198239,1.993328,2.660758,4.816443,1.465492,2.284647,2.552816,1.221991,4.322246
56.075,2.819478,4.739655,3.615766,5.316208,2.995055,5.780674,2.292763,5.062759,6.252793,1.75027,5.013567,3.535468,9.504935,3.393189,4.538529,2.97684,6.911724,8.035176,6.95668,5.861071,4.163718,5.912084,5.51812,4.495935,4.788925,2.936597,5.845252,4.588549,3.150342,4.077063,5.661662,0.518747,2.668621,4.049683,2.568188,5.03474,8.492779,5.35644,5.09566,2.936597,2.401628,1.201322,2.000551,2.664583,4.803411,1.46486,2.292763,2.547422,1.213387,4.317374
56.08,2.82256,4.737816,3.625052,5.334777,3.013681,5.78411,2.295886,5.048862,6.256291,1.740124,5.01458,3.535059,9.484505,3.40025,4.53089,2.97186,6.912379,8.033353,6.993127,5.854456,4.167762,5.891912,5.520267,4.493329,4.793773,2.951431,5.85117,4.604612,3.143283,4.091774,5.667662,0.520412,2.667203,4.059386,2.543095,5.019669,8.495686,5.347151,5.080978,2.951431,2.412634,1.212835,2.017955,2.666525,4.801786,1.477829,2.295886,2.542416,1.216227,4.323366
56.085,2.804878,4.746246,3.636246,5.336913,2.989338,5.785068,2.298101,5.068832,6.247075,1.727391,5.014017,3.55403,9.51845,3.416592,4.529165,2.975534,6.914098,8.044195,6.994133,5.844491,4.162321,5.873673,5.535323,4.496966,4.790403,2.952271,5.847061,4.600505,3.162103,4.102301,5.674736,0.539575,2.691073,4.065134,2.540439,5.021175,8.506366,5.355017,5.078244,2.952271,2.38683,1.207758,2.015454,2.660517,4.825313,1.47425,2.298101,2.558568,1.205388,4.323977
56.09,2.827635,4.745466,3.623449,5.32861,2.96783,5.779258,2.293282,5.080779,6.242673,1.73181,5.007789,3.54709,9.533926,3.409564,4.52291,2.967138,6.908659,8.025536,6.951659,5.865348,4.160496,5.903055,5.531167,4.488091,4.798781,2.94851,5.849822,4.58182,3.156397,4.085748,5.668974,0.533745,2.679126,4.057089,2.569093,5.027354,8.513066,5.35295,5.079295,2.94851,2.387089,1.194446,2.019207,2.657052,4.819969,1.459742,2.293282,2.555435,1.203675,4.313689
56.095,2.839495,4.743408,3.61282,5.327026,2.991379,5.781986,2.278443,5.05232,6.259041,1.717273,4.997446,3.53164,9.497419,3.390976,4.526562,2.94454,6.906481,7.997995,6.948497,5.879136,4.16907,5.912331,5.507732,4.487657,4.806695,2.96291,5.86507,4.578015,3.143897,4.085452,5.656095,0.515838,2.657227,4.058397,2.566252,5.028587,8.502162,5.35025,5.07999,2.96291,2.403636,1.194545,2.028527,2.655862,4.801337,1.470427,2.278443,2.535845,1.210207,4.313189
56.1,2.80452,4.74277,3.623019,5.333653,2.991827,5.789143,2.276406,5.053991,6.256481,1.69995,4.999152,3.548394,9.481247,3.392766,4.542448,2.945811,6.908351,8.020697,6.9711,5.859286,4.165859,5.889137,5.516713,4.499523,4.793402,2.972633,5.870515,4.584748,3.167171,4.106628,5.655933,0.529392,2.669905,4.072126,2.539321,5.043154,8.488899,5.360268,5.085786,2.972633,2.38679,1.19648,2.018331,2.655731,4.821463,1.485267,2.276406,2.544828,1.191909,4.319395
56.105,2.794495,4.740974,3.627284,5.339253,2.953151,5.790535,2.287703,5.0914,6.225281,1.718591,5.018044,3.562358,9.490124,3.401113,4.532476,2.970151,6.902551,8.05087,6.965224,5.851896,4.159283,5.894032,5.544386,4.500172,4.79093,2.958945,5.863842,4.587178,3.178669,4.105648,5.670605,0.541838,2.667507,4.067406,2.54638,5.05009,8.492186,5.360278,5.083365,2.958945,2.380791,1.188482,2.016302,2.666871,4.840511,1.469478,2.287703,2.5596,1.17796,4.313744
56.11,2.812547,4.749406,3.618714,5.335237,2.950686,5.794035,2.2815,5.082854,6.220468,1.732737,5.031615,3.548179,9.477654,3.395347,4.503189,2.977752,6.898009,8.027822,6.957487,5.871363,4.174084,5.902214,5.538783,4.498636,4.812962,2.954607,5.864439,4.591005,3.155189,4.094296,5.678709,0.516852,2.635918,4.054383,2.566026,5.027861,8.500428,5.348359,5.072452,2.954607,2.406373,1.184322,2.038243,2.679692,4.822228,1.452238,2.2815,2.544554,1.201993,4.309045
56.115,2.796794,4.760285,3.617631,5.320826,2.973659,5.796201,2.262218,5.046035,6.243951,1.711932,5.027077,3.545059,9.476154,3.392306,4.505044,2.972542,6.906743,8.001387,6.959709,5.878344,4.189291,5.878271,5.524523,4.511002,4.816131,2.969807,5.864744,4.593853,3.159433,4.09864,5.667174,0.500248,2.640544,4.066092,2.560589,5.019608,8.499332,5.349748,5.078878,2.969807,2.39629,1.185982,2.033695,2.674308,4.81761,1.458085,2.262218,2.536392,1.211269,4.318788
56.12,2.785808,4.746058,3.618721,5.315739,2.964932,5.790264,2.263826,5.053371,6.24338,1.701704,5.021149,3.554892,9.498411,3.400314,4.525875,2.978991,6.916604,8.013678,6.941675,5.874994,4.185053,5.881014,5.537429,4.512954,4.797237,2.971711,5.85022,4.590569,3.188716,4.091427,5.649766,0.514467,2.669813,4.081309,2.555845,5.042701,8.494776,5.355105,5.093946,2.971711,2.363587,1.182361,2.003518,2.664444,4.837576,1.461858,2.263826,2.553067,1.179491,4.32279
56.125,2.817569,4.72226,3.614995,5.330015,2.961503,5.793924,2.277057,5.071031,6.223402,1.71242,5.022992,3.545682,9.487927,3.403816,4.521144,2.981838,6.916028,8.017254,6.939579,5.877573,4.186028,5.91383,5.544583,4.496266,4.797804,2.962808,5.836308,4.592961,3.182047,4.072734,5.645149,0.520414,2.661556,4.071488,2.558566,5.043181,8.492894,5.344014,5.08399,2.962808,2.382752,1.180845,2.010413,2.67404,4.835098,1.457845,2.277057,2.55226,1.171025,4.314881
56.13,2.821587,4.727905,3.620994,5.339438,2.984475,5.811768,2.272265,5.06264,6.21958,1.704705,5.021641,3.540758,9.465756,3.406179,4.506459,2.972554,6.911763,8.000156,6.977334,5.864915,4.19693,5.901034,5.534754,4.493896,4.809676,2.967023,5.836634,4.600225,3.166061,4.082452,5.650576,0.516833,2.646722,4.060387,2.546115,5.015121,8.490944,5.338006,5.06499,2.967023,2.412785,1.18683,2.040403,2.687885,4.827503,1.462673,2.272265,2.539888,1.198855,4.313667
56.135,2.78934,4.749528,3.624932,5.325027,2.978823,5.814701,2.256631,5.070332,6.220414,1.69774,5.014556,3.559128,9.491909,3.412676,4.510575,2.97314,6.907909,7.995851,6.979092,5.845766,4.191558,5.872568,5.541921,4.504661,4.805683,2.971619,5.840472,4.592414,3.181646,4.098548,5.650788,0.526674,2.658224,4.065985,2.547232,5.010136,8.491018,5.348424,5.069936,2.971619,2.394411,1.185159,2.037162,2.686268,4.845671,1.459346,2.256631,2.551824,1.208171,4.31651
56.14,2.801099,4.748358,3.606602,5.309034,2.958707,5.796819,2.248462,5.085217,6.217265,1.718472,5.008174,3.558048,9.512496,3.406552,4.514194,2.977701,6.902122,7.988269,6.932582,5.858032,4.178249,5.896777,5.556714,4.498956,4.803851,2.968496,5.845277,4.579091,3.186284,4.081678,5.63927,0.525931,2.651755,4.071563,2.575343,5.021013,8.492482,5.344937,5.081297,2.968496,2.383847,1.179445,2.023989,2.680937,4.846002,1.442998,2.248462,2.562192,1.201089,4.31192
56.145,2.833936,4.731739,3.592664,5.31729,2.978462,5.789992,2.245297,5.065643,6.225683,1.724524,5.002286,3.536147,9.483465,3.395122,4.51054,2.966972,6.903968,7.970898,6.930184,5.874435,4.179123,5.91647,5.5553,4.488842,4.811374,2.975993,5.85289,4.588713,3.170884,4.069419,5.625467,0.511146,2.634442,4.07958,2.575331,5.012563,8.488342,5.329009,5.075238,2.975993,2.406983,1.187288,2.032812,2.678535,4.822056,1.447635,2.245297,2.552536,1.204821,4.311668
56.15,2.823486,4.725766,3.605726,5.33453,2.990186,5.800945,2.24808,5.061778,6.226485,1.701116,4.999223,3.539197,9.477201,3.404235,4.515651,2.95882,6.914878,7.98167,6.970623,5.857899,4.179897,5.890646,5.56486,4.492035,4.807211,2.983349,5.849865,4.605777,3.182126,4.085601,5.621544,0.524182,2.657798,4.094897,2.545337,5.003363,8.484501,5.331186,5.065456,2.983349,2.405918,1.194876,2.036113,2.672846,4.828931,1.464206,2.24808,2.559491,1.199818,4.317463
56.155,2.817414,4.728701,3.612952,5.336686,2.95688,5.809903,2.257949,5.100147,6.204901,1.693436,5.000747,3.551112,9.510165,3.416616,4.51391,2.962034,6.918553,7.999084,6.970545,5.847774,4.17153,5.887965,5.583341,4.491258,4.805372,2.970751,5.84068,4.602082,3.194558,4.088786,5.625583,0.547154,2.680198,4.091827,2.549408,5.005498,8.488609,5.339848,5.06094,2.970751,2.394841,1.183895,2.033563,2.670412,4.847784,1.454468,2.257949,2.57587,1.191481,4.311392
56.16,2.841352,4.735154,3.597685,5.326756,2.948949,5.812432,2.255448,5.105596,6.200384,1.697824,4.997042,3.537774,9.507404,3.403975,4.499703,2.949832,6.914312,7.974893,6.946215,5.867409,4.173316,5.91172,5.568706,4.48525,4.823552,2.965959,5.851138,4.590727,3.170485,4.077632,5.62451,0.534044,2.654348,4.075695,2.574742,4.996866,8.488434,5.335131,5.057426,2.965959,2.416361,1.173043,2.048511,2.675823,4.830006,1.44011,2.255448,2.561424,1.208604,4.300253
56.165,2.830038,4.743396,3.590134,5.318456,2.974749,5.80998,2.243814,5.074404,6.221259,1.684273,4.987998,3.532843,9.479352,3.390242,4.505098,2.932159,6.915716,7.955839,6.947576,5.872131,4.176769,5.898339,5.548624,4.493208,4.829377,2.985005,5.874991,4.592003,3.161324,4.089787,5.616314,0.5186,2.639634,4.082534,2.564539,4.993125,8.474176,5.335433,5.065134,2.985005,2.420104,1.176718,2.050813,2.675793,4.816107,1.451669,2.243814,2.54645,1.215527,4.301771
56.17,2.799285,4.738328,3.596223,5.319941,2.961038,5.798447,2.252794,5.083744,6.217548,1.682976,4.991548,3.554203,9.482774,3.399291,4.522023,2.943621,6.919677,7.987323,6.946189,5.857059,4.165484,5.881859,5.571359,4.499794,4.815168,2.992036,5.881386,4.599768,3.185543,4.101385,5.61547,0.537125,2.659053,4.099075,2.545619,5.011795,8.464297,5.342632,5.078286,2.992036,2.389567,1.177338,2.028225,2.67315,4.834946,1.459531,2.252794,2.564292,1.18442,4.302864
56.175,2.814239,4.724035,3.597771,5.330955,2.93051,5.791904,2.27271,5.10886,6.192615,1.704629,5.008783,3.558701,9.485989,3.412258,4.508801,2.965774,6.918186,8.007482,6.937926,5.86274,4.163189,5.901338,5.599735,4.487695,4.82223,2.980885,5.873965,4.607566,3.181614,4.085456,5.626609,0.546164,2.653345,4.089944,2.555341,5.011062,8.471597,5.334114,5.071001,2.980885,2.394067,1.171351,2.032859,2.684237,4.835309,1.444011,2.27271,2.57331,1.172352,4.293137
56.18,2.828184,4.726988,3.599898,5.336724,2.942562,5.799987,2.270285,5.088012,6.196731,1.699827,5.015457,3.547739,9.473978,3.416696,4.486352,2.96532,6.918727,7.982329,6.954799,5.874613,4.180855,5.896679,5.59351,4.483665,4.844937,2.982863,5.872575,4.613794,3.15922,4.076992,5.633356,0.528931,2.637065,4.075912,2.563196,4.982729,8.479801,5.324987,5.056471,2.982863,2.420943,1.170597,2.060565,2.695141,4.813824,1.436043,2.270285,2.559377,1.200282,4.291376
56.185,2.800777,4.737257,3.606126,5.326379,2.953693,5.802736,2.256547,5.070481,6.218699,1.672594,5.005908,3.555485,9.491618,3.422974,4.49805,2.958796,6.92283,7.968259,6.958824,5.867706,4.188019,5.867624,5.588177,4.495543,4.842141,2.99128,5.872331,4.607464,3.17393,4.081681,5.624999,0.52869,2.660266,4.081354,2.561315,4.983315,8.477941,5.337167,5.067204,2.99128,2.40416,1.167766,2.052219,2.685877,4.818242,1.439839,2.256547,2.562746,1.206349,4.300547
56.19,2.798296,4.723525,3.600813,5.320497,2.937667,5.796364,2.259665,5.087966,6.219251,1.673604,4.999583,3.560191,9.509573,3.425986,4.518296,2.96328,6.919486,7.977079,6.92816,5.866432,4.180013,5.88539,5.599008,4.492655,4.828846,2.985722,5.868244,4.595579,3.190911,4.063651,5.614053,0.541034,2.675795,4.082076,2.574154,5.010623,8.471425,5.344853,5.083491,2.985722,2.387834,1.16035,2.028776,2.679185,4.826622,1.434985,2.259665,2.573789,1.184633,4.301603
56.195,2.821567,4.702619,3.593249,5.336819,2.946863,5.803966,2.26877,5.089411,6.211363,1.685593,5.003199,3.546135,9.479631,3.421468,4.512945,2.963253,6.910449,7.975081,6.931999,5.870023,4.181824,5.911115,5.597147,4.480138,4.834427,2.983434,5.87037,4.601729,3.173055,4.045928,5.616431,0.536447,2.6518,4.070117,2.575463,5.008197,8.464678,5.335612,5.073751,2.983434,2.418432,1.166291,2.043761,2.692899,4.808732,1.436512,2.26877,2.562056,1.186782,4.297672
56.2,2.800823,4.706314,3.602691,5.351189,2.965755,5.821264,2.266019,5.0804,6.211981,1.677329,5.007513,3.551329,9.465185,3.427583,4.503454,2.962717,6.906948,7.978993,6.970155,5.851907,4.184824,5.880281,5.596195,4.484881,4.838103,2.988986,5.875631,4.614378,3.167597,4.060226,5.628446,0.538857,2.646353,4.068483,2.553109,4.986907,8.463826,5.339319,5.059538,2.988986,2.432767,1.179106,2.064883,2.702219,4.805569,1.447274,2.266019,2.556652,1.203104,4.301758
56.205,2.776419,4.716526,3.605338,5.342093,2.945857,5.82113,2.258621,5.099011,6.209315,1.677757,5.009755,3.57003,9.503959,3.438268,4.500892,2.974558,6.907437,7.992249,6.956667,5.844043,4.174324,5.861299,5.613377,4.487837,4.832087,2.981967,5.873844,4.607978,3.182393,4.062484,5.632762,0.553036,2.661918,4.071312,2.558132,4.986835,8.473215,5.354031,5.063781,2.981967,2.41129,1.176564,2.058859,2.694349,4.820589,1.438142,2.258621,2.571641,1.202526,4.303421
56.21,2.805696,4.708048,3.584297,5.329947,2.939506,5.811188,2.251971,5.100142,6.21384,1.689491,5.007309,3.558451,9.515711,3.43152,4.493138,2.975889,6.911173,7.976011,6.913237,5.871915,4.168972,5.893908,5.613821,4.472564,4.839422,2.97616,5.873758,4.59752,3.171656,4.035606,5.62187,0.541717,2.651268,4.066437,2.585475,4.989619,8.480201,5.352557,5.070505,2.97616,2.414234,1.171062,2.056699,2.68534,4.805224,1.421791,2.251971,2.566407,1.202219,4.299383
56.215,2.823383,4.693307,3.57404,5.335611,2.975543,5.814114,2.248126,5.069814,6.23352,1.674921,4.999616,3.542194,9.485489,3.42338,4.49246,2.957461,6.924509,7.957196,6.921597,5.881446,4.171383,5.903228,5.597262,4.465344,4.844828,2.987836,5.877375,4.603957,3.162031,4.031705,5.607227,0.526476,2.650236,4.071466,2.573091,4.982734,8.472907,5.348761,5.072388,2.987836,2.427742,1.180465,2.062483,2.677919,4.784811,1.433946,2.248126,2.547111,1.201943,4.30281
56.22,2.799574,4.687473,3.586888,5.34701,2.977872,5.823441,2.259008,5.082791,6.231686,1.653815,4.999682,3.55808,9.485049,3.43542,4.503351,2.95128,6.938617,7.98279,6.948102,5.851952,4.161014,5.887081,5.606246,4.470879,4.832218,2.987775,5.872037,4.611412,3.182817,4.051406,5.607485,0.548939,2.684631,4.079022,2.542747,4.988045,8.464651,5.361394,5.076586,2.987775,2.411261,1.185213,2.053639,2.671241,4.804681,1.447347,2.259008,2.551961,1.183913,4.304399
56.225,2.799522,4.690632,3.588925,5.349304,2.942786,5.828703,2.275718,5.127196,6.207193,1.663008,5.010777,3.569884,9.497958,3.444484,4.495076,2.956788,6.93799,8.001162,6.937816,5.838911,4.149781,5.905291,5.62113,4.467753,4.836138,2.968769,5.867739,4.603556,3.180945,4.050112,5.621428,0.566284,2.685419,4.062264,2.552141,4.989328,8.466212,5.367602,5.074734,2.968769,2.410818,1.173244,2.055233,2.679258,4.818456,1.431194,2.275718,2.553848,1.183524,4.291862
