time_ps,kappa1,kappa2,kappa3,kappa4,kappa5,kappa6,kappa7,kappa8,kappa9,kappa10,kappa11,kappa12,kappa13,kappa14,kappa15,kappa16,kappa17,kappa18,kappa19,kappa20,kappa21,kappa22,kappa23,kappa24,kappa25,kappa26,kappa27,kappa28,kappa29,kappa30,kappa31,kappa32,kappa33,kappa34,kappa35,kappa36,kappa37,kappa38,kappa39,kappa40,kappa41,kappa42,kappa43,kappa44,kappa45,kappa46,kappa47,kappa48,kappa49,kappa50
3.17,3.311302,3.112879,3.058006,3.875435,3.898391,3.765814,3.399558,3.676639,3.63783,3.289839,3.604938,3.41786,3.708389,3.070792,3.24343,3.244562,3.613934,3.277041,3.361394,4.183842,3.306756,3.258157,3.710932,3.328617,3.738281,3.209256,3.721246,3.479685,3.836677,3.362228,3.454525,3.583527,3.965607,3.012018,3.074601,4.145191,3.964621,3.768543,3.395954,3.209256,3.642399,3.295342,3.620096,2.882987,3.542647,3.230663,3.399558,3.074296,2.961165,2.925224
3.175,3.340287,3.153087,3.083109,3.905701,3.920472,3.777653,3.401109,3.691591,3.657054,3.30975,3.623324,3.459647,3.724492,3.10592,3.279219,3.290536,3.652434,3.31687,3.37962,4.204955,3.309911,3.284751,3.715426,3.341454,3.765441,3.222532,3.739981,3.515982,3.867498,3.383939,3.47823,3.597308,3.993948,3.052555,3.10512,4.17108,3.987871,3.789426,3.413289,3.222532,3.672646,3.313278,3.641887,2.887722,3.563711,3.236123,3.401109,3.088949,2.978011,2.93257
3.18,3.349584,3.134009,3.072485,3.90209,3.93034,3.77817,3.401752,3.683492,3.663621,3.322394,3.620699,3.447585,3.709388,3.083894,3.273958,3.286126,3.619388,3.300238,3.387126,4.207746,3.286831,3.281722,3.690732,3.316142,3.764588,3.217675,3.728842,3.491014,3.87223,3.375878,3.483404,3.586596,3.975924,3.044621,3.088068,4.150023,3.977112,3.788894,3.415477,3.217675,3.662381,3.310368,3.63669,2.876013,3.551076,3.201043,3.401752,3.079223,2.970008,2.926476
3.185,3.262297,3.041385,2.992854,3.810901,3.852965,3.720017,3.33777,3.617001,3.595801,3.248688,3.565279,3.375057,3.642105,3.010216,3.193893,3.214896,3.540901,3.216374,3.314712,4.143331,3.245699,3.211545,3.636609,3.24458,3.686843,3.156901,3.677064,3.401742,3.801634,3.305384,3.405598,3.530065,3.908196,2.969404,3.015636,4.082939,3.916826,3.723893,3.342952,3.156901,3.585912,3.254997,3.563866,2.808396,3.462517,3.136186,3.33777,3.009953,2.902198,2.871959
3.19,3.202986,2.998459,2.96305,3.759527,3.786376,3.670608,3.284883,3.566246,3.539194,3.199471,3.539071,3.337016,3.59585,2.982889,3.148881,3.186327,3.514479,3.181806,3.264977,4.109637,3.208491,3.172728,3.6001,3.199649,3.643242,3.117811,3.652217,3.375243,3.74767,3.275463,3.372367,3.487201,3.876987,2.926288,2.984775,4.056339,3.890816,3.68215,3.274933,3.117811,3.548004,3.209089,3.523455,2.757692,3.421701,3.106998,3.284883,2.961471,2.858574,2.835112
3.195,3.295859,3.083601,3.057773,3.842702,3.865149,3.745039,3.365082,3.640363,3.60787,3.292468,3.610331,3.411376,3.670518,3.050806,3.222611,3.253094,3.572911,3.261489,3.358707,4.190654,3.249039,3.25771,3.659254,3.273993,3.740525,3.191948,3.714702,3.467433,3.819928,3.353921,3.470569,3.548018,3.949604,2.995901,3.051083,4.121995,3.967843,3.754843,3.349811,3.191948,3.624385,3.273737,3.614367,2.831294,3.516567,3.174059,3.365082,3.033204,2.929955,2.901891
3.2,3.377494,3.16259,3.129579,3.913616,3.955518,3.836007,3.451086,3.730263,3.688022,3.374251,3.668089,3.497784,3.765015,3.122011,3.293312,3.306948,3.633921,3.335425,3.448617,4.255876,3.33283,3.342397,3.743379,3.367796,3.828528,3.270019,3.781112,3.52966,3.904677,3.413869,3.527456,3.632487,4.027206,3.078658,3.112697,4.190036,4.039053,3.828193,3.450959,3.270019,3.692299,3.353839,3.698619,2.91961,3.591896,3.246862,3.451086,3.117582,2.998847,2.977935
3.205,3.311639,3.119186,3.084649,3.866809,3.904356,3.787771,3.397244,3.685999,3.650956,3.321118,3.626333,3.470741,3.730727,3.105397,3.252773,3.275231,3.621225,3.305748,3.395698,4.208473,3.327872,3.306146,3.722555,3.327012,3.772733,3.230927,3.759117,3.470624,3.866326,3.370271,3.460226,3.606777,3.997989,3.055313,3.082942,4.169268,4.002623,3.788928,3.404433,3.230927,3.651534,3.310139,3.648428,2.880096,3.540732,3.214352,3.397244,3.081257,2.94804,2.948121
3.21,3.240197,3.047185,3.036572,3.815509,3.830941,3.701161,3.328036,3.602991,3.595531,3.265585,3.577921,3.394233,3.649602,3.045235,3.186989,3.223787,3.565467,3.246041,3.330531,4.159059,3.256211,3.242863,3.652588,3.231931,3.703527,3.168625,3.708592,3.404472,3.796123,3.321894,3.423246,3.529807,3.926157,2.984115,3.025275,4.109734,3.944651,3.731078,3.317796,3.168625,3.595158,3.231561,3.57937,2.804997,3.485362,3.144159,3.328036,3.009209,2.880802,2.88504
3.215,3.258559,3.048677,3.046718,3.827398,3.849821,3.713379,3.351172,3.610542,3.609037,3.284703,3.587746,3.386542,3.659346,3.028653,3.183774,3.213648,3.546203,3.241424,3.349676,4.174278,3.248004,3.241843,3.655648,3.232242,3.728799,3.182227,3.708223,3.414938,3.802204,3.328306,3.452243,3.520363,3.91574,2.973269,3.016365,4.095578,3.95317,3.741576,3.337448,3.182227,3.604538,3.242234,3.589381,2.808895,3.498434,3.143017,3.351172,3.01042,2.889451,2.879762
3.22,3.28716,3.094679,3.064547,3.850851,3.890144,3.760245,3.379679,3.653355,3.632324,3.303879,3.609797,3.437154,3.717316,3.067625,3.215496,3.242322,3.588901,3.282242,3.373046,4.198595,3.296085,3.264178,3.702725,3.289338,3.77178,3.22025,3.734657,3.453223,3.837916,3.346811,3.450976,3.556413,3.954045,3.020573,3.050898,4.12943,3.988754,3.773605,3.393574,3.22025,3.641962,3.285739,3.618116,2.841013,3.521029,3.184468,3.379679,3.04683,2.916963,2.90613
3.225,3.304603,3.135523,3.087823,3.881609,3.916255,3.773016,3.387589,3.673774,3.649028,3.326265,3.627531,3.476921,3.744627,3.111402,3.250266,3.287764,3.635953,3.326077,3.385248,4.227326,3.317111,3.290295,3.722069,3.312004,3.78968,3.241863,3.753024,3.480583,3.858643,3.368417,3.450385,3.580713,3.985589,3.063956,3.092096,4.167359,4.010253,3.800096,3.415395,3.241863,3.671994,3.297356,3.638087,2.861642,3.545073,3.211937,3.387589,3.078363,2.934724,2.938375
3.23,3.32967,3.154379,3.118558,3.916055,3.950591,3.785663,3.424422,3.69843,3.685427,3.371598,3.649501,3.485838,3.754243,3.117878,3.271535,3.309825,3.635975,3.341096,3.420979,4.265696,3.325954,3.327216,3.733502,3.312425,3.806521,3.261926,3.765589,3.490245,3.876135,3.39253,3.487343,3.60149,3.994988,3.068528,3.109409,4.179377,4.025583,3.829448,3.434475,3.261926,3.685942,3.310044,3.668914,2.895505,3.576203,3.2333,3.424422,3.113754,2.963788,2.977698
3.235,3.309646,3.140112,3.107253,3.899782,3.941359,3.785057,3.432967,3.702696,3.687975,3.362239,3.64247,3.470808,3.748467,3.09414,3.252099,3.289282,3.61153,3.318707,3.41818,4.257764,3.342563,3.328755,3.74463,3.303502,3.793443,3.254026,3.760418,3.474086,3.866323,3.379905,3.482811,3.604983,3.982609,3.040047,3.094713,4.162793,4.022872,3.825285,3.424562,3.254026,3.66531,3.315687,3.667268,2.900555,3.560705,3.242294,3.432967,3.116503,2.967554,2.976868
3.24,3.284934,3.136248,3.090288,3.876712,3.908872,3.76648,3.400135,3.684182,3.662102,3.329357,3.627172,3.467668,3.736162,3.091626,3.235187,3.286566,3.616426,3.314932,3.388306,4.2343,3.339107,3.312695,3.739915,3.290548,3.77582,3.232947,3.750527,3.477393,3.850646,3.366064,3.461955,3.588562,3.976054,3.033686,3.094955,4.155716,4.020753,3.808197,3.388935,3.232947,3.653279,3.306531,3.646986,2.870158,3.535539,3.233522,3.400135,3.094718,2.953252,2.944959
3.245,3.337407,3.173124,3.122547,3.91327,3.945038,3.792591,3.416751,3.706063,3.685631,3.370272,3.652215,3.499958,3.760209,3.118889,3.264751,3.327949,3.638482,3.35214,3.421903,4.266996,3.332121,3.340239,3.745742,3.307943,3.815608,3.255766,3.764849,3.520051,3.887487,3.399884,3.50183,3.598029,3.997883,3.073557,3.127214,4.176856,4.051329,3.835993,3.411076,3.255766,3.689194,3.330606,3.672559,2.876399,3.56627,3.231025,3.416751,3.112819,2.978084,2.951128
3.25,3.370313,3.179216,3.130597,3.924407,3.983007,3.829637,3.446167,3.733558,3.709051,3.402872,3.665521,3.515409,3.785307,3.119706,3.273169,3.338388,3.627617,3.356957,3.454261,4.292643,3.344626,3.358197,3.761178,3.32501,3.83775,3.278316,3.772999,3.521282,3.916612,3.413378,3.511941,3.619194,4.006268,3.092309,3.132621,4.182364,4.067161,3.856492,3.447853,3.278316,3.70337,3.358174,3.690587,2.895206,3.578474,3.225697,3.446167,3.135468,2.996727,2.971729
3.255,3.301014,3.121096,3.079741,3.85957,3.925795,3.787427,3.399363,3.690475,3.657112,3.343985,3.626122,3.473592,3.745066,3.080866,3.219406,3.295583,3.589922,3.307879,3.400393,4.253745,3.336407,3.312894,3.739869,3.280259,3.774006,3.238684,3.743681,3.461334,3.865267,3.367101,3.442865,3.594273,3.969593,3.048286,3.093359,4.150688,4.030121,3.812011,3.395348,3.238684,3.655942,3.319989,3.641733,2.856063,3.523883,3.19365,3.399363,3.099554,2.952615,2.94713
3.26,3.280149,3.110245,3.091711,3.85049,3.895724,3.754354,3.382675,3.67062,3.636844,3.329676,3.624646,3.458586,3.722276,3.077957,3.208179,3.292169,3.588295,3.306027,3.388128,4.25609,3.326391,3.308806,3.729964,3.255165,3.755575,3.227731,3.741371,3.4629,3.83869,3.365738,3.447967,3.580766,3.961819,3.02825,3.090118,4.147718,4.027741,3.79933,3.356535,3.227731,3.65124,3.29743,3.636865,2.843294,3.526453,3.194184,3.382675,3.089025,2.944162,2.940974
3.265,3.377803,3.189372,3.181608,3.93565,3.980888,3.827242,3.469557,3.754298,3.715795,3.413986,3.69078,3.528964,3.798774,3.138252,3.280365,3.347935,3.639384,3.382072,3.483433,4.333604,3.379732,3.39386,3.793483,3.331893,3.847451,3.30464,3.798871,3.546164,3.913888,3.435629,3.545181,3.645714,4.024544,3.088398,3.147913,4.203499,4.099652,3.869263,3.437735,3.30464,3.726251,3.368599,3.72534,2.923115,3.614116,3.260156,3.469557,3.163521,3.022295,3.000862
3.27,3.422823,3.231895,3.20512,3.97003,4.03122,3.879674,3.505444,3.807776,3.758594,3.439254,3.714399,3.585544,3.858394,3.182724,3.318949,3.374455,3.680957,3.427259,3.521008,4.356456,3.435276,3.435538,3.840526,3.390927,3.89181,3.348727,3.826991,3.571387,3.965873,3.455923,3.555946,3.69588,4.063707,3.140896,3.181493,4.240949,4.13409,3.903847,3.495535,3.348727,3.765201,3.415605,3.76079,2.96524,3.636912,3.290982,3.505444,3.207042,3.055345,3.029771
3.275,3.355786,3.173479,3.14124,3.915457,3.97064,3.813564,3.42568,3.744255,3.70365,3.373398,3.664903,3.542156,3.801266,3.153511,3.270554,3.33917,3.657192,3.386892,3.446787,4.298849,3.393634,3.379737,3.784069,3.326726,3.821808,3.298699,3.778198,3.499364,3.915123,3.40161,3.479445,3.64687,4.011857,3.106399,3.14649,4.207242,4.0788,3.851472,3.426856,3.298699,3.720137,3.351913,3.689216,2.897107,3.56642,3.22724,3.42568,3.152934,2.989667,2.977893
3.28,3.305117,3.104245,3.097541,3.874269,3.920503,3.747737,3.373163,3.682318,3.660074,3.341246,3.630609,3.47102,3.731203,3.093011,3.214175,3.29359,3.595499,3.32721,3.399358,4.265632,3.321089,3.32862,3.712581,3.247894,3.766488,3.256122,3.728391,3.438821,3.859526,3.363047,3.454865,3.579745,3.943527,3.036576,3.09467,4.152725,4.026202,3.805852,3.362193,3.256122,3.672375,3.287286,3.631495,2.837965,3.519153,3.163633,3.373163,3.09963,2.939115,2.930454
3.285,3.312516,3.104412,3.102668,3.878263,3.933639,3.768079,3.394921,3.699558,3.669901,3.355229,3.642867,3.470399,3.747245,3.078071,3.207877,3.282795,3.582386,3.319053,3.415022,4.278453,3.328816,3.334963,3.724632,3.263845,3.784638,3.274214,3.735388,3.449126,3.865792,3.36816,3.469597,3.581562,3.944294,3.019968,3.08898,4.147092,4.037384,3.815547,3.384345,3.274214,3.675428,3.300338,3.640383,2.854506,3.529232,3.181096,3.394921,3.11119,2.954379,2.937878
3.29,3.343316,3.166741,3.134897,3.912893,3.969511,3.81235,3.421441,3.743903,3.694515,3.376845,3.674367,3.534118,3.806739,3.129142,3.250141,3.321334,3.646395,3.374373,3.440836,4.30704,3.382514,3.373582,3.777083,3.325981,3.828845,3.313116,3.776817,3.503645,3.904796,3.399717,3.477457,3.625707,4.00178,3.072445,3.141529,4.196432,4.081558,3.852618,3.429557,3.313116,3.716951,3.337347,3.674746,2.895375,3.567872,3.239718,3.421441,3.155666,2.992253,2.974691
3.295,3.40164,3.23858,3.188773,3.977709,4.027567,3.846841,3.457391,3.78905,3.741331,3.432412,3.715198,3.599045,3.855525,3.188073,3.311409,3.379485,3.710952,3.445114,3.487635,4.35809,3.414375,3.430846,3.811593,3.368386,3.878855,3.355222,3.819851,3.556577,3.955515,3.451549,3.519201,3.668675,4.058109,3.137877,3.204097,4.248806,4.125091,3.901353,3.474186,3.355222,3.7684,3.367003,3.720703,2.941508,3.628294,3.284046,3.457391,3.210969,3.038413,3.025255
3.3,3.418198,3.240738,3.195072,3.995238,4.053648,3.857548,3.479206,3.80493,3.767962,3.457711,3.721174,3.601639,3.859275,3.17757,3.31421,3.376815,3.69657,3.44492,3.510081,4.376271,3.418501,3.446791,3.812466,3.360959,3.884629,3.365043,3.825584,3.542862,3.970035,3.460144,3.538604,3.676159,4.055725,3.136674,3.199126,4.241786,4.126042,3.912355,3.490245,3.365043,3.765729,3.372936,3.728922,2.960118,3.64023,3.282014,3.479206,3.229315,3.054301,3.043287
3.305,3.339425,3.168783,3.125372,3.924335,3.98353,3.808214,3.419839,3.749393,3.712524,3.38354,3.669808,3.543136,3.802315,3.114053,3.242262,3.312697,3.640115,3.377874,3.444179,4.316879,3.392346,3.379993,3.77201,3.294608,3.814373,3.312785,3.783315,3.470696,3.912242,3.39884,3.473719,3.625405,3.997833,3.071399,3.136319,4.183321,4.07292,3.854482,3.4251,3.312785,3.700737,3.327722,3.663096,2.90299,3.568054,3.229963,3.419839,3.171639,3.001878,2.989948
3.31,3.299602,3.135773,3.093859,3.887534,3.927158,3.765801,3.363928,3.701672,3.663369,3.336777,3.645903,3.513094,3.762598,3.088046,3.206129,3.291515,3.62396,3.354639,3.396783,4.282146,3.353763,3.328304,3.73288,3.244998,3.780892,3.280769,3.755918,3.45246,3.873991,3.370083,3.445685,3.576576,3.967031,3.040989,3.110688,4.153444,4.046371,3.818781,3.36735,3.280769,3.67505,3.293414,3.624146,2.846664,3.531711,3.189208,3.363928,3.121721,2.964988,2.940773
3.315,3.381141,3.190986,3.150936,3.949977,3.989116,3.823727,3.416936,3.754995,3.713345,3.408168,3.695112,3.566028,3.817664,3.127615,3.257032,3.342771,3.656362,3.408694,3.461502,4.340049,3.369663,3.370233,3.760304,3.291906,3.856838,3.336948,3.788988,3.514499,3.933692,3.422902,3.514443,3.610422,4.010542,3.092083,3.150345,4.188468,4.096724,3.871148,3.427911,3.336948,3.729921,3.346018,3.685584,2.888854,3.592994,3.215673,3.416936,3.162946,3.016503,2.977818
3.32,3.425937,3.22657,3.178934,3.984705,4.039797,3.886528,3.46706,3.810219,3.756771,3.452761,3.724017,3.61416,3.874481,3.159717,3.288561,3.370773,3.679454,3.440203,3.507936,4.377429,3.420182,3.409137,3.803239,3.346144,3.903788,3.380359,3.816539,3.534777,3.98382,3.451781,3.532627,3.666884,4.051701,3.134554,3.177042,4.220047,4.132902,3.911061,3.489863,3.380359,3.761195,3.397157,3.733347,2.942487,3.62598,3.250339,3.46706,3.208805,3.055245,3.028683
3.325,3.367043,3.190451,3.148498,3.94605,3.990222,3.850103,3.427417,3.775577,3.720174,3.408692,3.69531,3.589078,3.842195,3.145,3.253992,3.345355,3.66705,3.413272,3.464938,4.346389,3.4212,3.385766,3.783949,3.313605,3.852685,3.346137,3.793796,3.486856,3.947702,3.422457,3.481936,3.659851,4.033426,3.107718,3.15908,4.203605,4.103979,3.879969,3.440292,3.346137,3.727756,3.36434,3.705512,2.91842,3.588813,3.234849,3.427417,3.184514,3.019052,3.021169
3.33,3.348195,3.167557,3.15663,3.939832,3.962918,3.813844,3.411948,3.752144,3.70804,3.402132,3.688823,3.560345,3.811239,3.126788,3.235676,3.330387,3.646991,3.399341,3.456294,4.342781,3.396741,3.384723,3.75749,3.281976,3.832306,3.329,3.779441,3.475024,3.925458,3.421766,3.501201,3.640476,4.012877,3.074502,3.143965,4.182721,4.091997,3.862704,3.400506,3.329,3.712428,3.338077,3.704031,2.900275,3.585415,3.220538,3.411948,3.16617,3.002999,3.009781
3.335,3.393023,3.192057,3.193158,3.971991,4.001844,3.855468,3.452566,3.795531,3.747541,3.438095,3.713804,3.583621,3.85231,3.138495,3.256866,3.339949,3.65207,3.420422,3.501415,4.369882,3.417699,3.420728,3.783071,3.323462,3.87873,3.365326,3.800039,3.509724,3.965926,3.450734,3.552676,3.664383,4.030969,3.087965,3.152074,4.192116,4.12484,3.88565,3.445312,3.365326,3.736199,3.373566,3.746981,2.929038,3.615742,3.238543,3.452566,3.190763,3.033045,3.022072
3.34,3.392493,3.199187,3.18139,3.965695,4.005535,3.876965,3.4386,3.806408,3.7445,3.420413,3.707779,3.603145,3.881468,3.157401,3.26068,3.341435,3.673321,3.431873,3.492026,4.354886,3.438034,3.416749,3.795173,3.34862,3.886393,3.37186,3.803296,3.509197,3.981514,3.444047,3.521862,3.674938,4.040895,3.109951,3.160222,4.201347,4.129875,3.882199,3.463401,3.37186,3.74066,3.381375,3.741932,2.91838,3.601068,3.23175,3.4386,3.190094,3.023017,3.009996
3.345,3.358601,3.170034,3.151737,3.940822,3.97554,3.838816,3.388978,3.767221,3.709535,3.391939,3.684337,3.577067,3.854492,3.148773,3.241009,3.329408,3.666899,3.414834,3.450777,4.328392,3.403424,3.383451,3.757504,3.310473,3.850677,3.341353,3.778039,3.471353,3.950988,3.422541,3.478448,3.641675,4.015425,3.097981,3.1522,4.182466,4.096764,3.85532,3.42747,3.341353,3.719441,3.336776,3.701758,2.872529,3.571014,3.191112,3.388978,3.160728,2.98028,2.982015
3.35,3.35005,3.147427,3.150349,3.938728,3.977272,3.825055,3.394627,3.761725,3.708849,3.40427,3.683278,3.54517,3.839116,3.121349,3.225319,3.309733,3.634294,3.387998,3.452676,4.337199,3.380504,3.376268,3.74154,3.287523,3.839982,3.334887,3.768316,3.449957,3.933349,3.422804,3.49183,3.623471,3.992441,3.066564,3.135806,4.156999,4.080173,3.850098,3.421626,3.334887,3.703578,3.31824,3.697079,2.871186,3.575179,3.182222,3.394627,3.159252,2.973959,2.983646
3.355,3.345299,3.160201,3.160441,3.94486,3.987279,3.846128,3.419463,3.788325,3.718809,3.405766,3.693806,3.550051,3.863329,3.121184,3.224194,3.296726,3.639132,3.384569,3.464465,4.345978,3.41293,3.386038,3.775374,3.31004,3.850621,3.348319,3.78698,3.463251,3.936935,3.427164,3.501445,3.641943,4.004827,3.060227,3.139457,4.158655,4.089266,3.858971,3.441676,3.348319,3.706182,3.337218,3.714632,2.898134,3.59043,3.221834,3.419463,3.181078,2.992232,3.000718
3.36,3.36835,3.218139,3.196032,3.982606,4.009633,3.869368,3.435123,3.820015,3.737532,3.417622,3.721011,3.597344,3.90683,3.172559,3.264117,3.326258,3.704047,3.435913,3.482989,4.361826,3.453448,3.415496,3.81736,3.34717,3.883049,3.373651,3.823367,3.516944,3.965265,3.45088,3.518914,3.675092,4.052466,3.106987,3.187886,4.197001,4.118266,3.885117,3.465738,3.373651,3.746798,3.366014,3.746387,2.922636,3.627261,3.271988,3.435123,3.215177,3.020916,3.023159
3.365,3.428917,3.271783,3.238071,4.042708,4.065024,3.898628,3.469041,3.858957,3.784394,3.469597,3.754811,3.640393,3.947687,3.21438,3.318181,3.36618,3.746856,3.488572,3.528745,4.39783,3.466401,3.457113,3.836555,3.372613,3.931568,3.409517,3.852716,3.564062,4.013362,3.488354,3.567165,3.703365,4.089564,3.159517,3.229156,4.225236,4.147681,3.92106,3.509581,3.409517,3.791861,3.397201,3.789239,2.952429,3.674728,3.294172,3.469041,3.252558,3.058374,3.050042
3.37,3.407123,3.233038,3.192814,4.018052,4.055233,3.889092,3.454621,3.842754,3.776585,3.453219,3.728737,3.608638,3.927587,3.174553,3.290889,3.330846,3.704162,3.44871,3.510806,4.372057,3.446906,3.429125,3.806317,3.335992,3.907224,3.390078,3.826669,3.51841,4.000057,3.458733,3.540118,3.684694,4.057545,3.134102,3.190638,4.186802,4.117219,3.896591,3.500774,3.390078,3.757175,3.381914,3.764984,2.932567,3.638529,3.255476,3.454621,3.227019,3.037972,3.028417
3.375,3.291774,3.131393,3.087113,3.915225,3.947612,3.808614,3.35818,3.747392,3.683009,3.351147,3.653463,3.517138,3.836605,3.091501,3.1979,3.246849,3.629488,3.354083,3.408688,4.282168,3.38809,3.329638,3.725789,3.233592,3.80785,3.30536,3.755226,3.422154,3.906416,3.374152,3.439936,3.608971,3.980705,3.048614,3.114155,4.109085,4.036157,3.812012,3.395596,3.30536,3.667056,3.303006,3.672506,2.841087,3.536338,3.176909,3.35818,3.132783,2.951122,2.951047
3.38,3.273395,3.113645,3.077305,3.897123,3.912541,3.779729,3.329356,3.714697,3.652148,3.339997,3.644638,3.492291,3.805686,3.071971,3.181693,3.233645,3.614488,3.340317,3.388928,4.272539,3.352917,3.304464,3.689041,3.197897,3.796137,3.285028,3.737811,3.422608,3.875389,3.370233,3.442958,3.57798,3.969667,3.026754,3.107057,4.089012,4.025091,3.793454,3.352482,3.285028,3.653598,3.278996,3.662351,2.812342,3.527992,3.161697,3.329356,3.102213,2.931472,2.930527
3.385,3.378442,3.195762,3.157482,3.978277,4.003579,3.870935,3.417051,3.803735,3.732125,3.437979,3.707652,3.569402,3.891328,3.129604,3.257417,3.292927,3.66386,3.411513,3.484072,4.355489,3.405412,3.3851,3.747922,3.285782,3.896109,3.361504,3.796975,3.508326,3.957067,3.447467,3.537877,3.648834,4.045264,3.097474,3.166347,4.145008,4.103327,3.862942,3.447931,3.361504,3.723708,3.357335,3.758767,2.897533,3.615471,3.233234,3.417051,3.175104,3.009582,3.002696
3.39,3.420789,3.243086,3.185813,4.011945,4.049564,3.933727,3.456517,3.859987,3.776023,3.474644,3.728569,3.625368,3.951585,3.177527,3.297806,3.322927,3.710918,3.452881,3.523702,4.388026,3.4704,3.433517,3.798069,3.347849,3.937228,3.398756,3.835156,3.533016,4.007969,3.478581,3.550313,3.714161,4.099496,3.154414,3.202277,4.190814,4.144916,3.89593,3.507528,3.398756,3.756323,3.404256,3.80625,2.950865,3.648223,3.281914,3.456517,3.220337,3.04651,3.05637
3.395,3.367981,3.203508,3.150802,3.973576,3.995351,3.880682,3.400808,3.811004,3.738301,3.435452,3.690811,3.588558,3.903896,3.160613,3.264206,3.295467,3.701355,3.424737,3.474665,4.350541,3.451446,3.404517,3.760757,3.295733,3.880466,3.351436,3.808177,3.476294,3.965379,3.450191,3.502071,3.688665,4.073534,3.128776,3.178493,4.170039,4.107583,3.854985,3.447623,3.351436,3.719913,3.356439,3.763453,2.907484,3.609634,3.248696,3.400808,3.180807,2.999655,3.035141
3.4,3.338948,3.153212,3.129417,3.946658,3.958139,3.830759,3.370264,3.769887,3.716558,3.424419,3.665163,3.533834,3.852476,3.113489,3.223872,3.257191,3.653108,3.38138,3.451208,4.330314,3.402943,3.376049,3.714647,3.241047,3.847891,3.316412,3.777295,3.432973,3.925705,3.434753,3.505438,3.640655,4.028302,3.074763,3.131118,4.122476,4.074129,3.818196,3.400369,3.316412,3.682284,3.316903,3.732051,2.868153,3.585734,3.204037,3.370264,3.136366,2.964986,2.999214
3.405,3.341238,3.145141,3.120167,3.939443,3.96234,3.846153,3.373974,3.778106,3.720093,3.42413,3.660869,3.528792,3.863021,3.098348,3.20914,3.238177,3.636233,3.367249,3.453755,4.325826,3.402847,3.368041,3.722038,3.253977,3.862777,3.322494,3.776161,3.429135,3.929415,3.431882,3.511112,3.632733,4.022308,3.062268,3.106024,4.105725,4.074482,3.810541,3.413925,3.322494,3.67317,3.32858,3.730971,2.865201,3.577396,3.196876,3.373974,3.123386,2.963575,2.983168
3.41,3.345477,3.171497,3.119218,3.944048,3.972379,3.8632,3.360839,3.786465,3.716462,3.417422,3.66469,3.557096,3.889532,3.131185,3.224451,3.254734,3.674698,3.391965,3.445726,4.323434,3.419241,3.367357,3.740744,3.281099,3.87989,3.333075,3.787923,3.440891,3.944264,3.431399,3.48787,3.643545,4.048367,3.097659,3.123913,4.127971,4.079564,3.815645,3.428136,3.333075,3.6898,3.339569,3.731074,2.861586,3.5762,3.205523,3.360839,3.126647,2.96205,2.984165
3.415,3.375977,3.20626,3.148278,3.978891,4.008153,3.872021,3.373714,3.805261,3.741798,3.455019,3.687316,3.58206,3.908925,3.167523,3.261701,3.291414,3.708495,3.425724,3.467417,4.356224,3.422775,3.39322,3.750382,3.299935,3.905745,3.353779,3.804592,3.45542,3.968262,3.45514,3.506622,3.660899,4.075534,3.134917,3.153084,4.154586,4.088706,3.838708,3.452005,3.353779,3.719054,3.347954,3.751711,2.880327,3.607145,3.220386,3.373714,3.154337,2.980033,3.014231
3.42,3.38321,3.211041,3.158842,3.994076,4.033676,3.883987,3.404849,3.829239,3.772997,3.482195,3.69924,3.578325,3.9173,3.162926,3.268347,3.292788,3.695837,3.417714,3.490537,4.379875,3.433731,3.414431,3.763125,3.310436,3.915745,3.36737,3.812818,3.446334,3.979213,3.46519,3.530196,3.676856,4.078347,3.126866,3.14399,4.152112,4.089637,3.849806,3.475337,3.36737,3.717175,3.357129,3.76711,2.912031,3.624523,3.235786,3.404849,3.179258,3.002034,3.042265
3.425,3.336057,3.193949,3.131736,3.963956,4.000269,3.867697,3.385905,3.815529,3.755732,3.44129,3.681623,3.556982,3.900448,3.145147,3.239858,3.264358,3.683433,3.390705,3.461626,4.350129,3.443841,3.397001,3.765423,3.294993,3.887173,3.345347,3.805529,3.424863,3.953598,3.438153,3.501479,3.668426,4.067307,3.099147,3.121767,4.135634,4.072694,3.829292,3.445787,3.345347,3.687944,3.34286,3.743364,2.9011,3.600153,3.236429,3.385905,3.165806,2.989442,3.029055
3.43,3.335404,3.210506,3.13673,3.966565,3.987378,3.852822,3.365895,3.806304,3.750226,3.430131,3.683693,3.563178,3.89555,3.158222,3.245742,3.270218,3.703182,3.407572,3.449168,4.339114,3.435828,3.395064,3.760609,3.287891,3.890212,3.337747,3.809575,3.44639,3.95072,3.438051,3.503598,3.655772,4.079193,3.11206,3.135963,4.139122,4.076983,3.828626,3.422736,3.337747,3.693842,3.33642,3.737733,2.882221,3.60369,3.2332,3.365895,3.158198,2.985369,3.01287
3.435,3.392823,3.24203,3.161984,4.001401,4.033642,3.883926,3.392473,3.838697,3.790198,3.476173,3.703515,3.590949,3.924741,3.17333,3.277282,3.294158,3.71001,3.435421,3.481623,4.368986,3.431135,3.421959,3.768332,3.313768,3.933298,3.366686,3.825839,3.478273,3.991932,3.464897,3.544601,3.666179,4.101332,3.1469,3.15288,4.149579,4.10358,3.854519,3.462863,3.366686,3.718168,3.361666,3.765183,2.898948,3.633518,3.232734,3.392473,3.179027,3.011538,3.022463
